period,province,district,data_type,count
2018-02-01,Lusaka,Luangwa,Confirmed,426
2018-02-01,Lusaka,Luangwa,Tested,3360
2018-02-01,Lusaka,Lusaka,Clinical,851
2018-02-01,Lusaka,Lusaka,Confirmed,838
2018-02-01,Lusaka,Lusaka,Tested,12015
2018-02-01,Lusaka,Rufunsa,Clinical,67
2018-02-01,Lusaka,Rufunsa,Confirmed,2150
2018-02-01,Lusaka,Rufunsa,Tested,6695
2018-02-01,Muchinga,Chama,Clinical,150
2018-02-01,Muchinga,Chama,Confirmed,4978
2018-02-01,Muchinga,Chama,Tested,10528
2018-02-01,Muchinga,Chinsali,Clinical,90
2018-02-01,Muchinga,Chinsali,Confirmed,4153
2018-02-01,Muchinga,Chinsali,Tested,8344
2018-02-01,Muchinga,Isoka,Confirmed,3626
2018-02-01,Muchinga,Isoka,Tested,9976
2018-02-01,Muchinga,Kanchibiya,Clinical,128
2018-02-01,Muchinga,Kanchibiya,Confirmed,5578
2018-02-01,Muchinga,Kanchibiya,Tested,7427
2018-02-01,Muchinga,Lavushimanda,Clinical,218
2018-02-01,Muchinga,Lavushimanda,Confirmed,2184
2018-02-01,Muchinga,Lavushimanda,Tested,3496
2018-02-01,Muchinga,Mafinga,Confirmed,3005
2018-02-01,Muchinga,Mafinga,Tested,4221
2018-02-01,Muchinga,Mpika,Clinical,778
2018-02-01,Muchinga,Mpika,Confirmed,5813
2018-02-01,Muchinga,Mpika,Tested,10773
2018-02-01,Muchinga,Nakonde,Clinical,16
2018-02-01,Muchinga,Nakonde,Confirmed,834
2018-02-01,Muchinga,Nakonde,Tested,4209
2018-02-01,Muchinga,Shiwang'andu,Confirmed,3250
2018-02-01,Muchinga,Shiwang'andu,Tested,6680
2018-02-01,Northern,Chilubi,Clinical,306
2018-02-01,Northern,Chilubi,Confirmed,2969
2018-02-01,Northern,Chilubi,Tested,3586
2018-02-01,Northern,Kaputa,Clinical,3
2018-02-01,Northern,Kaputa,Confirmed,1408
2018-02-01,Northern,Kaputa,Tested,3361
2018-02-01,Northern,Kasama,Clinical,54
2018-02-01,Northern,Kasama,Confirmed,9970
2018-02-01,Northern,Kasama,Tested,19075
2018-02-01,Northern,Lunte,Confirmed,1522
2018-02-01,Northern,Lunte,Tested,1644
2018-02-01,Northern,Lupososhi,Clinical,1
2018-02-01,Northern,Lupososhi,Confirmed,1141
2018-02-01,Northern,Lupososhi,Tested,1923
2018-02-01,Northern,Luwingu,Clinical,2
2018-02-01,Northern,Luwingu,Confirmed,3135
2018-02-01,Northern,Luwingu,Tested,4204
2018-02-01,Northern,Mbala,Clinical,8
2018-02-01,Northern,Mbala,Confirmed,2662
2018-02-01,Northern,Mbala,Tested,7159
2018-02-01,Northern,Mporokoso,Clinical,12
2018-02-01,Northern,Mporokoso,Confirmed,817
2018-02-01,Northern,Mporokoso,Tested,984
2018-02-01,Northern,Mpulungu,Clinical,8
2018-02-01,Northern,Mpulungu,Confirmed,1873
2018-02-01,Northern,Mpulungu,Tested,3345
2018-02-01,Northern,Mungwi,Clinical,370
2018-02-01,Northern,Mungwi,Confirmed,6576
2018-02-01,Northern,Mungwi,Tested,13043
2018-02-01,Northern,Nsama,Clinical,16
2018-02-01,Northern,Nsama,Confirmed,552
2018-02-01,Northern,Nsama,Tested,1031
2018-02-01,Northern,Senga,Clinical,11
2018-02-01,Northern,Senga,Confirmed,3446
2018-02-01,Northern,Senga,Tested,6281
2018-02-01,Northwestern,Chavuma,Clinical,459
2018-02-01,Northwestern,Chavuma,Confirmed,4132
2018-02-01,Northwestern,Chavuma,Tested,1513
2018-02-01,Northwestern,Ikelenge,Confirmed,5447
2018-02-01,Northwestern,Ikelenge,Tested,8909
2018-02-01,Northwestern,Kabompo,Confirmed,5226
2018-02-01,Northwestern,Kabompo,Tested,10011
2018-02-01,Northwestern,Kalumbila,Clinical,1407
2018-02-01,Northwestern,Kalumbila,Confirmed,8112
2018-02-01,Northwestern,Kalumbila,Tested,10085
2018-02-01,Northwestern,Kasempa,Clinical,43
2018-02-01,Northwestern,Kasempa,Confirmed,9794
2018-02-01,Northwestern,Manyinga,Clinical,205
2018-02-01,Northwestern,Manyinga,Confirmed,4907
2018-02-01,Northwestern,Manyinga,Tested,6056
2018-02-01,Northwestern,Mufumbwe,Confirmed,5088
2018-02-01,Northwestern,Mufumbwe,Tested,10989
2018-02-01,Northwestern,Mushindamo,Clinical,429
2018-02-01,Northwestern,Mushindamo,Confirmed,4489
2018-02-01,Northwestern,Mushindamo,Tested,5574
2018-02-01,Northwestern,Mwinilunga,Clinical,533
2018-02-01,Northwestern,Mwinilunga,Confirmed,7608
2018-02-01,Northwestern,Mwinilunga,Tested,15032
2018-02-01,Northwestern,Solwezi,Clinical,870
2018-02-01,Northwestern,Solwezi,Confirmed,15655
2018-02-01,Northwestern,Solwezi,Tested,12086
2018-02-01,Northwestern,Zambezi,Clinical,8
2018-02-01,Northwestern,Zambezi,Confirmed,9536
2018-02-01,Northwestern,Zambezi,Tested,4126
2018-02-01,Southern,Chikankata,Confirmed,43
2018-02-01,Southern,Chikankata,Confirmed_Passive_CHW,40
2018-02-01,Southern,Chikankata,Tested,997
2018-02-01,Southern,Chikankata,Tested_Passive_CHW,420
2018-02-01,Southern,Choma,Confirmed,73
2018-02-01,Southern,Choma,Confirmed_Passive_CHW,25
2018-02-01,Southern,Choma,Tested,2668
2018-02-01,Southern,Choma,Tested_Passive_CHW,1465
2018-02-01,Southern,Gwembe,Clinical,12
2018-02-01,Southern,Gwembe,Confirmed,706
2018-02-01,Southern,Gwembe,Confirmed_Passive_CHW,930
2018-02-01,Southern,Gwembe,Tested,2476
2018-02-01,Southern,Gwembe,Tested_Passive_CHW,1945
2018-02-01,Southern,Kalomo,Clinical,18
2018-02-01,Southern,Kalomo,Confirmed,87
2018-02-01,Southern,Kalomo,Confirmed_Passive_CHW,130
2018-02-01,Southern,Kalomo,Tested,1984
2018-02-01,Southern,Kalomo,Tested_Passive_CHW,2451
2018-02-01,Southern,Kazungula,Clinical,15
2018-02-01,Southern,Kazungula,Confirmed,39
2018-02-01,Southern,Kazungula,Confirmed_Passive_CHW,105
2018-02-01,Southern,Kazungula,Tested,931
2018-02-01,Southern,Kazungula,Tested_Passive_CHW,1639
2018-02-01,Southern,Livingstone,Clinical,3
2018-02-01,Southern,Livingstone,Confirmed,28
2018-02-01,Southern,Livingstone,Confirmed_Passive_CHW,1
2018-02-01,Southern,Livingstone,Tested,672
2018-02-01,Southern,Livingstone,Tested_Passive_CHW,274
2018-02-01,Southern,Mazabuka,Clinical,1
2018-02-01,Southern,Mazabuka,Confirmed,49
2018-02-01,Southern,Mazabuka,Confirmed_Passive_CHW,4
2018-02-01,Southern,Mazabuka,Tested,1445
2018-02-01,Southern,Mazabuka,Tested_Passive_CHW,765
2018-02-01,Southern,Monze,Clinical,11
2018-02-01,Southern,Monze,Confirmed,70
2018-02-01,Southern,Monze,Confirmed_Passive_CHW,10
2018-02-01,Southern,Monze,Tested,1397
2018-02-01,Southern,Monze,Tested_Passive_CHW,711
2018-02-01,Southern,Namwala,Confirmed,74
2018-02-01,Southern,Namwala,Confirmed_Passive_CHW,8
2018-02-01,Southern,Namwala,Tested,1718
2018-02-01,Southern,Namwala,Tested_Passive_CHW,944
2018-02-01,Southern,Pemba,Confirmed,67
2018-02-01,Southern,Pemba,Confirmed_Passive_CHW,36
2018-02-01,Southern,Pemba,Tested,1262
2018-02-01,Southern,Pemba,Tested_Passive_CHW,518
2018-02-01,Southern,Siavonga,Confirmed,67
2018-02-01,Southern,Siavonga,Confirmed_Passive_CHW,64
2018-02-01,Southern,Siavonga,Tested,1306
2018-02-01,Southern,Siavonga,Tested_Passive_CHW,688
2018-02-01,Southern,Sinazongwe,Confirmed,2032
2018-02-01,Southern,Sinazongwe,Confirmed_Passive_CHW,1581
2018-02-01,Southern,Sinazongwe,Tested,4950
2018-02-01,Southern,Sinazongwe,Tested_Passive_CHW,3671
2018-02-01,Southern,Zimba,Confirmed,75
2018-02-01,Southern,Zimba,Confirmed_Passive_CHW,81
2018-02-01,Southern,Zimba,Tested,870
2018-02-01,Southern,Zimba,Tested_Passive_CHW,725
2018-02-01,Western,Kalabo,Clinical,820
2018-02-01,Western,Kalabo,Confirmed,7689
2018-02-01,Western,Kalabo,Confirmed_Passive_CHW,4994
2018-02-01,Western,Kalabo,Tested_Passive_CHW,7719
2018-02-01,Western,Kaoma,Confirmed,10374
2018-02-01,Western,Kaoma,Confirmed_Passive_CHW,4769
2018-02-01,Western,Kaoma,Tested,751
2018-02-01,Western,Kaoma,Tested_Passive_CHW,6137
2018-02-01,Western,Limulunga,Clinical,42
2018-02-01,Western,Limulunga,Confirmed,5514
2018-02-01,Western,Luampa,Confirmed,4842
2018-02-01,Western,Luampa,Confirmed_Passive_CHW,2704
2018-02-01,Western,Luampa,Tested,9379
2018-02-01,Western,Luampa,Tested_Passive_CHW,3760
2018-02-01,Western,Lukulu,Clinical,112
2018-02-01,Western,Lukulu,Confirmed,10690
2018-02-01,Western,Mitete,Confirmed,2170
2018-02-01,Western,Mitete,Confirmed_Passive_CHW,753
2018-02-01,Western,Mitete,Tested_Passive_CHW,1057
2018-02-01,Western,Mongu,Clinical,609
2018-02-01,Western,Mongu,Confirmed,11282
2018-02-01,Western,Mulobezi,Confirmed,1039
2018-02-01,Western,Mulobezi,Confirmed_Passive_CHW,1245
2018-02-01,Western,Mulobezi,Tested_Passive_CHW,2799
2018-02-01,Western,Mwandi,Clinical,10
2018-02-01,Western,Mwandi,Confirmed,185
2018-02-01,Western,Mwandi,Confirmed_Passive_CHW,123
2018-02-01,Western,Mwandi,Tested_Passive_CHW,350
2018-02-01,Western,Nalolo,Clinical,83
2018-02-01,Western,Nalolo,Confirmed,2863
2018-02-01,Western,Nalolo,Confirmed_Passive_CHW,0
2018-02-01,Western,Nalolo,Tested_Passive_CHW,0
2018-02-01,Western,Nkeyema,Clinical,52
2018-02-01,Western,Nkeyema,Confirmed,3402
2018-02-01,Western,Nkeyema,Confirmed_Passive_CHW,2516
2018-02-01,Western,Nkeyema,Tested_Passive_CHW,3720
2018-02-01,Western,Senanga,Clinical,223
2018-02-01,Western,Senanga,Confirmed,10569
2018-02-01,Western,Senanga,Confirmed_Passive_CHW,0
2018-02-01,Western,Senanga,Tested,16415
2018-02-01,Western,Senanga,Tested_Passive_CHW,0
2018-02-01,Western,Sesheke,Clinical,66
2018-02-01,Western,Sesheke,Confirmed,726
2018-02-01,Western,Sesheke,Confirmed_Passive_CHW,694
2018-02-01,Western,Sesheke,Tested,909
2018-02-01,Western,Sesheke,Tested_Passive_CHW,1598
2018-02-01,Western,Shang'ombo,Clinical,1
2018-02-01,Western,Shang'ombo,Confirmed,2795
2018-02-01,Western,Shang'ombo,Confirmed_Passive_CHW,3066
2018-02-01,Western,Shang'ombo,Tested_Passive_CHW,5179
2018-02-01,Western,Sikongo,Confirmed,3893
2018-02-01,Western,Sikongo,Confirmed_Passive_CHW,2078
2018-02-01,Western,Sikongo,Tested_Passive_CHW,3431
2018-02-01,Western,Sioma,Clinical,1
2018-02-01,Western,Sioma,Confirmed,2419
2018-02-01,Western,Sioma,Confirmed_Passive_CHW,863
2018-02-01,Western,Sioma,Tested,226
2018-02-01,Western,Sioma,Tested_Passive_CHW,1883
2018-02-01,NA,NA,Confirmed_Passive_CHW,34
2018-02-01,NA,NA,Tested_Passive_CHW,83
2018-03-01,Central,Chibombo,Clinical,120
2018-03-01,Central,Chibombo,Confirmed,2336
2018-03-01,Central,Chibombo,Tested,9150
2018-03-01,Central,Chisamba,Confirmed,3464
2018-03-01,Central,Chisamba,Tested,9687
2018-03-01,Central,Chitambo,Clinical,47
2018-03-01,Central,Chitambo,Confirmed,4049
2018-03-01,Central,Chitambo,Tested,5377
2018-03-01,Central,Itezhi-tezhi,Confirmed,552
2018-03-01,Central,Itezhi-tezhi,Confirmed_Passive_CHW,687
2018-03-01,Central,Itezhi-tezhi,Tested,4101
2018-03-01,Central,Itezhi-tezhi,Tested_Passive_CHW,2198
2018-03-01,Central,Kabwe,Clinical,75
2018-03-01,Central,Kabwe,Confirmed,5888
2018-03-01,Central,Kabwe,Tested,18484
2018-03-01,Central,Kapiri-Mposhi,Clinical,177
2018-03-01,Central,Kapiri-Mposhi,Confirmed,29683
2018-03-01,Central,Kapiri-Mposhi,Tested,29393
2018-03-01,Central,Luano,Confirmed,3495
2018-03-01,Central,Luano,Tested,8191
2018-03-01,Central,Mkushi,Clinical,47
2018-03-01,Central,Mkushi,Confirmed,8280
2018-03-01,Central,Mkushi,Tested,16634
2018-03-01,Central,Mumbwa,Clinical,13
2018-03-01,Central,Mumbwa,Confirmed,517
2018-03-01,Central,Mumbwa,Confirmed_Passive_CHW,858
2018-03-01,Central,Mumbwa,Tested,5263
2018-03-01,Central,Mumbwa,Tested_Passive_CHW,4177
2018-03-01,Central,Ngabwe,Clinical,1
2018-03-01,Central,Ngabwe,Confirmed,782
2018-03-01,Central,Ngabwe,Tested,3102
2018-03-01,Central,Serenje,Clinical,25
2018-03-01,Central,Serenje,Confirmed,7175
2018-03-01,Central,Serenje,Tested,8419
2018-03-01,Central,Shibuyunji,Clinical,19
2018-03-01,Central,Shibuyunji,Confirmed,58
2018-03-01,Central,Shibuyunji,Confirmed_Passive_CHW,12
2018-03-01,Central,Shibuyunji,Tested,830
2018-03-01,Central,Shibuyunji,Tested_Passive_CHW,190
2018-03-01,Copperbelt,Chililabombwe,Clinical,65
2018-03-01,Copperbelt,Chililabombwe,Confirmed,3812
2018-03-01,Copperbelt,Chingola,Clinical,599
2018-03-01,Copperbelt,Chingola,Confirmed,6704
2018-03-01,Copperbelt,Chingola,Tested,2549
2018-03-01,Copperbelt,Kalulushi,Clinical,35
2018-03-01,Copperbelt,Kalulushi,Confirmed,6869
2018-03-01,Copperbelt,Kalulushi,Tested,15008
2018-03-01,Copperbelt,Kitwe,Clinical,4149
2018-03-01,Copperbelt,Kitwe,Confirmed,13716
2018-03-01,Copperbelt,Kitwe,Tested,21326
2018-03-01,Copperbelt,Luanshya,Clinical,273
2018-03-01,Copperbelt,Luanshya,Confirmed,10111
2018-03-01,Copperbelt,Luanshya,Tested,9444
2018-03-01,Copperbelt,Lufwanyama,Clinical,1149
2018-03-01,Copperbelt,Lufwanyama,Confirmed,14525
2018-03-01,Copperbelt,Lufwanyama,Tested,6394
2018-03-01,Copperbelt,Masaiti,Clinical,606
2018-03-01,Copperbelt,Masaiti,Confirmed,10795
2018-03-01,Copperbelt,Masaiti,Tested,1232
2018-03-01,Copperbelt,Mpongwe,Clinical,2306
2018-03-01,Copperbelt,Mpongwe,Confirmed,14378
2018-03-01,Copperbelt,Mufulira,Clinical,589
2018-03-01,Copperbelt,Mufulira,Confirmed,2746
2018-03-01,Copperbelt,Mufulira,Tested,3537
2018-03-01,Copperbelt,Ndola,Clinical,278
2018-03-01,Copperbelt,Ndola,Confirmed,6425
2018-03-01,Copperbelt,Ndola,Tested,23291
2018-03-01,Eastern,Chadiza,Clinical,5
2018-03-01,Eastern,Chadiza,Confirmed,6174
2018-03-01,Eastern,Chadiza,Tested,14154
2018-03-01,Eastern,Chasefu,Clinical,32
2018-03-01,Eastern,Chasefu,Confirmed,3236
2018-03-01,Eastern,Chasefu,Tested,9427
2018-03-01,Eastern,Chipangali,Clinical,867
2018-03-01,Eastern,Chipangali,Confirmed,11965
2018-03-01,Eastern,Chipangali,Tested,28646
2018-03-01,Eastern,Chipata,Clinical,3
2018-03-01,Eastern,Chipata,Confirmed,10044
2018-03-01,Eastern,Chipata,Tested,25878
2018-03-01,Eastern,Kasenengwa,Confirmed,3112
2018-03-01,Eastern,Kasenengwa,Tested,10271
2018-03-01,Eastern,Katete,Confirmed,5188
2018-03-01,Eastern,Katete,Tested,20840
2018-03-01,Eastern,Lumezi,Confirmed,11519
2018-03-01,Eastern,Lumezi,Tested,19155
2018-03-01,Eastern,Lundazi,Clinical,4
2018-03-01,Eastern,Lundazi,Confirmed,8410
2018-03-01,Eastern,Lundazi,Tested,17899
2018-03-01,Eastern,Lusangazi,Clinical,1
2018-03-01,Eastern,Lusangazi,Confirmed,2659
2018-03-01,Eastern,Lusangazi,Tested,7684
2018-03-01,Eastern,Mambwe,Confirmed,4153
2018-03-01,Eastern,Mambwe,Tested,13317
2018-03-01,Eastern,Nyimba,Confirmed,3436
2018-03-01,Eastern,Nyimba,Tested,11265
2018-03-01,Eastern,Petauke,Clinical,9
2018-03-01,Eastern,Petauke,Confirmed,3554
2018-03-01,Eastern,Petauke,Confirmed_Passive_CHW,0
2018-03-01,Eastern,Petauke,Tested,19527
2018-03-01,Eastern,Petauke,Tested_Passive_CHW,0
2018-03-01,Eastern,Sinda,Clinical,3
2018-03-01,Eastern,Sinda,Confirmed,2951
2018-03-01,Eastern,Sinda,Tested,16851
2018-03-01,Eastern,Vubwi,Clinical,1
2018-03-01,Eastern,Vubwi,Confirmed,6227
2018-03-01,Eastern,Vubwi,Tested,12291
2018-03-01,Luapula,Chembe,Confirmed,2894
2018-03-01,Luapula,Chembe,Tested,5513
2018-03-01,Luapula,Chienge,Clinical,155
2018-03-01,Luapula,Chienge,Confirmed,3542
2018-03-01,Luapula,Chienge,Tested,5216
2018-03-01,Luapula,Chifunabuli,Confirmed,4191
2018-03-01,Luapula,Chifunabuli,Tested,9232
2018-03-01,Luapula,Chipili,Clinical,5
2018-03-01,Luapula,Chipili,Confirmed,1835
2018-03-01,Luapula,Chipili,Tested,3539
2018-03-01,Luapula,Kawambwa,Clinical,12
2018-03-01,Luapula,Kawambwa,Confirmed,2145
2018-03-01,Luapula,Kawambwa,Tested,4999
2018-03-01,Luapula,Lunga,Clinical,605
2018-03-01,Luapula,Lunga,Confirmed,694
2018-03-01,Luapula,Lunga,Tested,1273
2018-03-01,Luapula,Mansa,Clinical,1738
2018-03-01,Luapula,Mansa,Confirmed,15358
2018-03-01,Luapula,Mansa,Tested,25060
2018-03-01,Luapula,Milenge,Clinical,29
2018-03-01,Luapula,Milenge,Confirmed,3743
2018-03-01,Luapula,Milenge,Tested,4357
2018-03-01,Luapula,Mwansabombwe,Clinical,21
2018-03-01,Luapula,Mwansabombwe,Confirmed,1347
2018-03-01,Luapula,Mwansabombwe,Tested,4198
2018-03-01,Luapula,Mwense,Clinical,29
2018-03-01,Luapula,Mwense,Confirmed,3693
2018-03-01,Luapula,Mwense,Tested,8470
2018-03-01,Luapula,Nchelenge,Clinical,18
2018-03-01,Luapula,Nchelenge,Confirmed,3692
2018-03-01,Luapula,Nchelenge,Confirmed_Passive_CHW,4
2018-03-01,Luapula,Nchelenge,Tested,9252
2018-03-01,Luapula,Nchelenge,Tested_Passive_CHW,6
2018-03-01,Luapula,Samfya,Clinical,387
2018-03-01,Luapula,Samfya,Confirmed,5229
2018-03-01,Luapula,Samfya,Tested,8970
2018-03-01,Lusaka,Chilanga,Clinical,49
2018-03-01,Lusaka,Chilanga,Confirmed,179
2018-03-01,Lusaka,Chilanga,Tested,2202
2018-03-01,Lusaka,Chirundu,Clinical,14
2018-03-01,Lusaka,Chirundu,Confirmed,143
2018-03-01,Lusaka,Chirundu,Confirmed_Passive_CHW,80
2018-03-01,Lusaka,Chirundu,Tested,1526
2018-03-01,Lusaka,Chirundu,Tested_Passive_CHW,442
2018-03-01,Lusaka,Chongwe,Clinical,29
2018-03-01,Lusaka,Chongwe,Confirmed,510
2018-03-01,Lusaka,Chongwe,Tested,5782
2018-03-01,Lusaka,Kafue,Clinical,39
2018-03-01,Lusaka,Kafue,Confirmed,185
2018-03-01,Lusaka,Kafue,Confirmed_Passive_CHW,44
2018-03-01,Lusaka,Kafue,Tested,2610
2018-03-01,Lusaka,Kafue,Tested_Passive_CHW,219
2018-03-01,Lusaka,Luangwa,Clinical,10
2018-03-01,Lusaka,Luangwa,Confirmed,843
2018-03-01,Lusaka,Luangwa,Tested,3034
2018-03-01,Lusaka,Lusaka,Clinical,1656
2018-03-01,Lusaka,Lusaka,Confirmed,1059
2018-03-01,Lusaka,Lusaka,Tested,19184
2018-03-01,Lusaka,Rufunsa,Clinical,317
2018-03-01,Lusaka,Rufunsa,Confirmed,4125
2018-03-01,Lusaka,Rufunsa,Tested,8887
2018-03-01,Muchinga,Chama,Clinical,241
2018-03-01,Muchinga,Chama,Confirmed,5502
2018-03-01,Muchinga,Chama,Tested,13649
2018-03-01,Muchinga,Chinsali,Confirmed,4584
2018-03-01,Muchinga,Chinsali,Tested,10749
2018-03-01,Muchinga,Isoka,Confirmed,3714
2018-03-01,Muchinga,Isoka,Tested,9055
2018-03-01,Muchinga,Kanchibiya,Clinical,49
2018-03-01,Muchinga,Kanchibiya,Confirmed,4292
2018-03-01,Muchinga,Kanchibiya,Tested,8063
2018-03-01,Muchinga,Lavushimanda,Confirmed,2903
2018-03-01,Muchinga,Lavushimanda,Tested,4114
2018-03-01,Muchinga,Mafinga,Confirmed,2321
2018-03-01,Muchinga,Mafinga,Tested,3928
2018-03-01,Muchinga,Mpika,Clinical,148
2018-03-01,Muchinga,Mpika,Confirmed,7389
2018-03-01,Muchinga,Mpika,Tested,12569
2018-03-01,Muchinga,Nakonde,Confirmed,746
2018-03-01,Muchinga,Nakonde,Tested,5935
2018-03-01,Muchinga,Shiwang'andu,Confirmed,3759
2018-03-01,Muchinga,Shiwang'andu,Tested,7823
2018-03-01,Northern,Chilubi,Clinical,470
2018-03-01,Northern,Chilubi,Confirmed,2231
2018-03-01,Northern,Chilubi,Tested,3359
2018-03-01,Northern,Kaputa,Clinical,10
2018-03-01,Northern,Kaputa,Confirmed,1621
2018-03-01,Northern,Kaputa,Tested,4662
2018-03-01,Northern,Kasama,Clinical,189
2018-03-01,Northern,Kasama,Confirmed,12639
2018-03-01,Northern,Kasama,Tested,20264
2018-03-01,Northern,Lunte,Clinical,4
2018-03-01,Northern,Lunte,Confirmed,1255
2018-03-01,Northern,Lunte,Tested,1927
2018-03-01,Northern,Lupososhi,Clinical,5
2018-03-01,Northern,Lupososhi,Confirmed,962
2018-03-01,Northern,Lupososhi,Tested,1716
2018-03-01,Northern,Luwingu,Clinical,10
2018-03-01,Northern,Luwingu,Confirmed,3123
2018-03-01,Northern,Luwingu,Tested,5888
2018-03-01,Northern,Mbala,Clinical,156
2018-03-01,Northern,Mbala,Confirmed,4216
2018-03-01,Northern,Mbala,Tested,8233
2018-03-01,Northern,Mporokoso,Confirmed,1206
2018-03-01,Northern,Mporokoso,Tested,2534
2018-03-01,Northern,Mpulungu,Clinical,18
2018-03-01,Northern,Mpulungu,Confirmed,1978
2018-03-01,Northern,Mpulungu,Tested,4232
2018-03-01,Northern,Mungwi,Clinical,269
2018-03-01,Northern,Mungwi,Confirmed,7274
2018-03-01,Northern,Mungwi,Tested,11792
2018-03-01,Northern,Nsama,Clinical,6
2018-03-01,Northern,Nsama,Confirmed,415
2018-03-01,Northern,Nsama,Tested,703
2018-03-01,Northern,Senga,Confirmed,4528
2018-03-01,Northern,Senga,Tested,7357
2018-03-01,Northwestern,Chavuma,Clinical,107
2018-03-01,Northwestern,Chavuma,Confirmed,3332
2018-03-01,Northwestern,Chavuma,Tested,2417
2018-03-01,Northwestern,Ikelenge,Confirmed,5570
2018-03-01,Northwestern,Ikelenge,Tested,9300
2018-03-01,Northwestern,Kabompo,Confirmed,4772
2018-03-01,Northwestern,Kabompo,Tested,8317
2018-03-01,Northwestern,Kalumbila,Clinical,113
2018-03-01,Northwestern,Kalumbila,Confirmed,6452
2018-03-01,Northwestern,Kalumbila,Tested,18569
2018-03-01,Northwestern,Kasempa,Clinical,11
2018-03-01,Northwestern,Kasempa,Confirmed,9603
2018-03-01,Northwestern,Kasempa,Tested,800
2018-03-01,Northwestern,Manyinga,Clinical,88
2018-03-01,Northwestern,Manyinga,Confirmed,5272
2018-03-01,Northwestern,Manyinga,Tested,10121
2018-03-01,Northwestern,Mufumbwe,Clinical,7
2018-03-01,Northwestern,Mufumbwe,Confirmed,5536
2018-03-01,Northwestern,Mufumbwe,Tested,10485
2018-03-01,Northwestern,Mushindamo,Clinical,55
2018-03-01,Northwestern,Mushindamo,Confirmed,5398
2018-03-01,Northwestern,Mushindamo,Tested,6350
2018-03-01,Northwestern,Mwinilunga,Clinical,1044
2018-03-01,Northwestern,Mwinilunga,Confirmed,9027
2018-03-01,Northwestern,Mwinilunga,Tested,16819
2018-03-01,Northwestern,Solwezi,Clinical,759
2018-03-01,Northwestern,Solwezi,Confirmed,13531
2018-03-01,Northwestern,Solwezi,Tested,23120
2018-03-01,Northwestern,Zambezi,Clinical,34
2018-03-01,Northwestern,Zambezi,Confirmed,8141
2018-03-01,Northwestern,Zambezi,Tested,13172
2018-03-01,Southern,Chikankata,Confirmed,87
2018-03-01,Southern,Chikankata,Confirmed_Passive_CHW,20
2018-03-01,Southern,Chikankata,Tested,1000
2018-03-01,Southern,Chikankata,Tested_Passive_CHW,431
2018-03-01,Southern,Choma,Confirmed,92
2018-03-01,Southern,Choma,Confirmed_Passive_CHW,37
2018-03-01,Southern,Choma,Tested,3680
2018-03-01,Southern,Choma,Tested_Passive_CHW,1722
2018-03-01,Southern,Gwembe,Clinical,536
2018-03-01,Southern,Gwembe,Confirmed,1738
2018-03-01,Southern,Gwembe,Confirmed_Passive_CHW,1889
2018-03-01,Southern,Gwembe,Tested,4580
2018-03-01,Southern,Gwembe,Tested_Passive_CHW,3503
2018-03-01,Southern,Kalomo,Clinical,55
2018-03-01,Southern,Kalomo,Confirmed,58
2018-03-01,Southern,Kalomo,Confirmed_Passive_CHW,120
2018-03-01,Southern,Kalomo,Tested,3344
2018-03-01,Southern,Kalomo,Tested_Passive_CHW,2933
2018-03-01,Southern,Kazungula,Clinical,50
2018-03-01,Southern,Kazungula,Confirmed,20
2018-03-01,Southern,Kazungula,Confirmed_Passive_CHW,164
2018-03-01,Southern,Kazungula,Tested,1365
2018-03-01,Southern,Kazungula,Tested_Passive_CHW,2722
2018-03-01,Southern,Livingstone,Clinical,7
2018-03-01,Southern,Livingstone,Confirmed,48
2018-03-01,Southern,Livingstone,Confirmed_Passive_CHW,10
2018-03-01,Southern,Livingstone,Tested,579
2018-03-01,Southern,Livingstone,Tested_Passive_CHW,366
2018-03-01,Southern,Mazabuka,Clinical,409
2018-03-01,Southern,Mazabuka,Confirmed,71
2018-03-01,Southern,Mazabuka,Confirmed_Passive_CHW,10
2018-03-01,Southern,Mazabuka,Tested,2115
2018-03-01,Southern,Mazabuka,Tested_Passive_CHW,1006
2018-03-01,Southern,Monze,Confirmed,64
2018-03-01,Southern,Monze,Confirmed_Passive_CHW,7
2018-03-01,Southern,Monze,Tested,2828
2018-03-01,Southern,Monze,Tested_Passive_CHW,905
2018-03-01,Southern,Namwala,Confirmed,18
2018-03-01,Southern,Namwala,Confirmed_Passive_CHW,16
2018-03-01,Southern,Namwala,Tested,2285
2018-03-01,Southern,Namwala,Tested_Passive_CHW,1489
2018-03-01,Southern,Pemba,Confirmed,47
2018-03-01,Southern,Pemba,Confirmed_Passive_CHW,28
2018-03-01,Southern,Pemba,Tested,2327
2018-03-01,Southern,Pemba,Tested_Passive_CHW,667
2018-03-01,Southern,Siavonga,Confirmed,329
2018-03-01,Southern,Siavonga,Confirmed_Passive_CHW,248
2018-03-01,Southern,Siavonga,Tested,1530
2018-03-01,Southern,Siavonga,Tested_Passive_CHW,933
2018-03-01,Southern,Sinazongwe,Clinical,102
2018-03-01,Southern,Sinazongwe,Confirmed,3779
