period,province,district,Clinical,Confirmed,Tested,Confirmed_Passive_CHW,Tested_Passive_CHW
2021-04-01,Western,Senanga,299,10398,13728,265,431
2021-04-01,Western,Sesheke,772,7175,10755,259,404
2021-04-01,Western,Shang'ombo,1181,4657,6376,1059,1751
2021-04-01,Western,Sikongo,183,4038,6079,34,52
2021-04-01,Western,Sioma,2511,3589,5173,63,72
2021-04-01,NA,NA,NA,NA,NA,65,388
2021-05-01,Central,Chibombo,29,7610,18108,NA,NA
2021-05-01,Central,Chisamba,3,3377,6129,NA,NA
2021-05-01,Central,Chitambo,31,4303,7175,10,10
2021-05-01,Central,Itezhi-tezhi,NA,649,2398,358,894
2021-05-01,Central,Kabwe,94,6063,15871,NA,NA
2021-05-01,Central,Kapiri-Mposhi,542,16409,28821,309,477
2021-05-01,Central,Luano,84,4450,8552,NA,NA
2021-05-01,Central,Mkushi,28,8118,13644,NA,NA
2021-05-01,Central,Mumbwa,79,6101,9545,898,1882
2021-05-01,Central,Ngabwe,18,3633,6028,312,460
2021-05-01,Central,Serenje,1020,7092,9205,NA,NA
2021-05-01,Central,Shibuyunji,NA,358,1645,247,983
2021-05-01,Copperbelt,Chililabombwe,NA,5643,12740,935,2122
2021-05-01,Copperbelt,Chingola,93,12435,24842,NA,NA
2021-05-01,Copperbelt,Kalulushi,34,10329,18236,NA,NA
2021-05-01,Copperbelt,Kitwe,722,14311,30732,NA,NA
2021-05-01,Copperbelt,Luanshya,28,12075,27180,NA,NA
2021-05-01,Copperbelt,Lufwanyama,713,9771,12478,8,8
2021-05-01,Copperbelt,Masaiti,15,7426,11155,0,0
2021-05-01,Copperbelt,Mpongwe,124,14416,18584,0,0
2021-05-01,Copperbelt,Mufulira,414,10150,19385,NA,NA
2021-05-01,Copperbelt,Ndola,1218,10764,23803,NA,NA
2021-05-01,Eastern,Chadiza,NA,3215,6868,6755,11369
2021-05-01,Eastern,Chasefu,989,12790,18281,NA,NA
2021-05-01,Eastern,Chipangali,142,19960,31482,578,827
2021-05-01,Eastern,Chipata,110,16414,25404,5347,7267
2021-05-01,Eastern,Kasenengwa,640,6058,10057,1936,2899
2021-05-01,Eastern,Katete,NA,3931,9093,7530,13402
2021-05-01,Eastern,Lumezi,2064,9327,14207,NA,NA
2021-05-01,Eastern,Lundazi,29,4969,10812,NA,NA
2021-05-01,Eastern,Lusangazi,18,1741,3124,3284,5113
2021-05-01,Eastern,Mambwe,577,5862,10815,5715,8974
2021-05-01,Eastern,Nyimba,1238,10008,17187,2600,3476
2021-05-01,Eastern,Petauke,566,5805,13390,3472,6389
2021-05-01,Eastern,Sinda,NA,1497,5525,3396,9641
2021-05-01,Eastern,Vubwi,1156,2574,5522,2698,3755
2021-05-01,Luapula,Chembe,NA,3377,5742,653,937
2021-05-01,Luapula,Chienge,81,5462,9519,NA,NA
2021-05-01,Luapula,Chifunabuli,14,8927,11677,NA,NA
2021-05-01,Luapula,Chipili,NA,2645,3849,NA,NA
2021-05-01,Luapula,Kawambwa,157,8343,12473,NA,NA
2021-05-01,Luapula,Lunga,NA,740,1179,NA,NA
2021-05-01,Luapula,Mansa,29,20867,30109,NA,NA
2021-05-01,Luapula,Milenge,33,3338,6412,NA,NA
2021-05-01,Luapula,Mwansabombwe,48,6956,9405,NA,NA
2021-05-01,Luapula,Mwense,86,10057,15237,NA,NA
2021-05-01,Luapula,Nchelenge,643,11379,18889,79,85
2021-05-01,Luapula,Samfya,1,10938,14027,NA,NA
2021-05-01,Lusaka,Chilanga,82,358,3043,NA,NA
2021-05-01,Lusaka,Chirundu,27,858,2191,451,1189
2021-05-01,Lusaka,Chongwe,268,3213,8560,NA,NA
2021-05-01,Lusaka,Kafue,90,1200,4946,2,3
2021-05-01,Lusaka,Luangwa,NA,913,3050,NA,NA
2021-05-01,Lusaka,Lusaka,493,2789,17505,121,232
2021-05-01,Lusaka,Rufunsa,5,7739,11895,NA,NA
2021-05-01,Muchinga,Chama,219,16752,24618,2926,4524
2021-05-01,Muchinga,Chinsali,6,7825,12980,NA,NA
2021-05-01,Muchinga,Isoka,120,8171,13066,NA,NA
2021-05-01,Muchinga,Kanchibiya,225,3659,6411,NA,NA
2021-05-01,Muchinga,Lavushimanda,1,2127,4247,NA,NA
2021-05-01,Muchinga,Mafinga,127,8223,11970,NA,NA
2021-05-01,Muchinga,Mpika,2,9492,15330,473,686
2021-05-01,Muchinga,Nakonde,502,7009,11063,816,1208
2021-05-01,Muchinga,Shiwang'andu,NA,3516,6396,NA,NA
2021-05-01,Northern,Chilubi,291,5355,5775,NA,NA
2021-05-01,Northern,Kaputa,113,6219,8380,NA,NA
2021-05-01,Northern,Kasama,28,17047,23389,NA,NA
2021-05-01,Northern,Lunte,36,3423,5060,NA,NA
2021-05-01,Northern,Lupososhi,2,3572,5086,NA,NA
2021-05-01,Northern,Luwingu,NA,5346,8138,NA,NA
2021-05-01,Northern,Mbala,14,4802,7934,211,396
2021-05-01,Northern,Mporokoso,NA,3131,5423,NA,NA
2021-05-01,Northern,Mpulungu,74,6043,10106,NA,NA
2021-05-01,Northern,Mungwi,279,12404,18110,NA,NA
2021-05-01,Northern,Nsama,166,4218,6971,NA,NA
2021-05-01,Northern,Senga,31,3324,6556,131,291
2021-05-01,Northwestern,Chavuma,NA,4370,10762,174,268
2021-05-01,Northwestern,Ikelenge,NA,2573,4957,53,122
2021-05-01,Northwestern,Kabompo,295,8189,11181,NA,NA
2021-05-01,Northwestern,Kalumbila,2,10800,24891,385,557
2021-05-01,Northwestern,Kasempa,83,11195,16725,498,587
2021-05-01,Northwestern,Manyinga,184,9440,12615,420,545
2021-05-01,Northwestern,Mufumbwe,168,11077,16234,252,326
2021-05-01,Northwestern,Mushindamo,NA,333,2934,NA,NA
2021-05-01,Northwestern,Mwinilunga,NA,7484,11471,767,988
2021-05-01,Northwestern,Solwezi,35,7972,18735,NA,NA
2021-05-01,Northwestern,Zambezi,240,9926,15785,NA,NA
2021-05-01,Southern,Chikankata,1,646,2549,153,604
2021-05-01,Southern,Choma,NA,929,4501,366,2097
2021-05-01,Southern,Gwembe,NA,945,2486,1619,3159
2021-05-01,Southern,Kalomo,NA,372,2536,462,2223
2021-05-01,Southern,Kazungula,26,424,1686,278,1318
2021-05-01,Southern,Livingstone,NA,243,1373,3,338
2021-05-01,Southern,Mazabuka,3,217,1631,18,587
2021-05-01,Southern,Monze,NA,257,1737,51,657
2021-05-01,Southern,Namwala,NA,257,2229,21,334
2021-05-01,Southern,Pemba,1,412,1434,583,1868
2021-05-01,Southern,Siavonga,NA,671,1836,139,398
2021-05-01,Southern,Sinazongwe,NA,2579,6243,3031,6362
2021-05-01,Southern,Zimba,NA,112,1208,47,529
2021-05-01,Western,Kalabo,2423,6438,10977,271,473
2021-05-01,Western,Kaoma,5101,7054,4954,0,0
2021-05-01,Western,Limulunga,95,6564,9085,855,1171
2021-05-01,Western,Luampa,2275,5148,5655,7,8
2021-05-01,Western,Lukulu,3130,3188,3653,0,0
2021-05-01,Western,Mitete,42,1621,3420,127,211
2021-05-01,Western,Mongu,2043,5618,9541,7,8
2021-05-01,Western,Mulobezi,1261,4210,5925,53,102
2021-05-01,Western,Mwandi,NA,2019,3241,908,1476
2021-05-01,Western,Nalolo,525,3690,5506,254,469
2021-05-01,Western,Nkeyema,221,5024,10582,0,0
2021-05-01,Western,Senanga,NA,7310,11244,221,308
2021-05-01,Western,Sesheke,578,4450,6573,133,224
2021-05-01,Western,Shang'ombo,1631,2419,2808,319,541
2021-05-01,Western,Sikongo,51,3177,5155,52,77
2021-05-01,Western,Sioma,1581,2354,3637,6,9
2021-05-01,NA,NA,NA,NA,NA,41,158
2021-06-01,Central,Chibombo,1,4075,15425,NA,NA
2021-06-01,Central,Chisamba,NA,1147,3923,NA,NA
2021-06-01,Central,Chitambo,NA,2332,5894,NA,NA
2021-06-01,Central,Itezhi-tezhi,NA,213,2429,127,522
2021-06-01,Central,Kabwe,43,4031,18060,NA,NA
2021-06-01,Central,Kapiri-Mposhi,663,10629,21934,10,20
2021-06-01,Central,Luano,NA,2202,5239,NA,NA
2021-06-01,Central,Mkushi,17,2226,12299,NA,NA
2021-06-01,Central,Mumbwa,619,1896,7191,284,1017
2021-06-01,Central,Ngabwe,NA,1941,3538,11,13
2021-06-01,Central,Serenje,372,3504,6045,195,463
2021-06-01,Central,Shibuyunji,NA,84,1300,111,897
2021-06-01,Copperbelt,Chililabombwe,NA,3416,12652,663,2000
2021-06-01,Copperbelt,Chingola,460,5438,15780,NA,NA
2021-06-01,Copperbelt,Kalulushi,86,4955,15188,NA,NA
2021-06-01,Copperbelt,Kitwe,1062,6482,18605,NA,NA
2021-06-01,Copperbelt,Luanshya,38,11940,21837,NA,NA
2021-06-01,Copperbelt,Lufwanyama,3,7104,10472,0,0
2021-06-01,Copperbelt,Masaiti,73,11187,16337,0,0
2021-06-01,Copperbelt,Mpongwe,481,8538,7132,0,0
2021-06-01,Copperbelt,Mufulira,336,3967,17035,NA,NA
2021-06-01,Copperbelt,Ndola,502,7771,22679,NA,NA
2021-06-01,Eastern,Chadiza,NA,2733,7035,5069,9706
2021-06-01,Eastern,Chasefu,1689,9218,16659,NA,NA
2021-06-01,Eastern,Chipangali,220,12612,22551,186,265
2021-06-01,Eastern,Chipata,131,9725,30716,6025,9416
2021-06-01,Eastern,Kasenengwa,14,3815,9099,2457,4067
2021-06-01,Eastern,Katete,NA,2926,9065,5410,12626
2021-06-01,Eastern,Lumezi,138,9306,15559,NA,NA
2021-06-01,Eastern,Lundazi,2,5302,12211,NA,NA
2021-06-01,Eastern,Lusangazi,84,1714,3209,1960,3545
2021-06-01,Eastern,Mambwe,633,3527,10721,3351,6712
2021-06-01,Eastern,Nyimba,2832,7561,16290,1361,2433
2021-06-01,Eastern,Petauke,1014,3593,13085,2388,4668
2021-06-01,Eastern,Sinda,NA,1142,5481,3314,11382
2021-06-01,Eastern,Vubwi,31,2485,5112,2358,3715
2021-06-01,Luapula,Chembe,NA,2450,3722,321,456
2021-06-01,Luapula,Chienge,329,8062,10915,NA,NA
2021-06-01,Luapula,Chifunabuli,47,5602,8257,NA,NA
2021-06-01,Luapula,Chipili,NA,1765,2704,NA,NA
2021-06-01,Luapula,Kawambwa,69,5409,8594,NA,NA
2021-06-01,Luapula,Lunga,1,783,1582,NA,NA
2021-06-01,Luapula,Mansa,18,14363,24608,NA,NA
2021-06-01,Luapula,Milenge,151,2321,4366,NA,NA
2021-06-01,Luapula,Mwansabombwe,NA,4180,6455,NA,NA
2021-06-01,Luapula,Mwense,NA,5709,10829,NA,NA
2021-06-01,Luapula,Nchelenge,97,9134,15984,130,163
2021-06-01,Luapula,Samfya,236,5353,10286,NA,NA
2021-06-01,Lusaka,Chilanga,135,285,3289,NA,NA
2021-06-01,Lusaka,Chirundu,NA,330,2830,269,1363
2021-06-01,Lusaka,Chongwe,192,2061,6185,NA,NA
2021-06-01,Lusaka,Kafue,138,1170,5820,NA,NA
2021-06-01,Lusaka,Luangwa,NA,414,2918,NA,NA
2021-06-01,Lusaka,Lusaka,548,1806,25192,40,219
2021-06-01,Lusaka,Rufunsa,1,4518,10397,NA,NA
2021-06-01,Muchinga,Chama,1104,11524,21347,1469,2292
2021-06-01,Muchinga,Chinsali,46,5885,12938,NA,NA
2021-06-01,Muchinga,Isoka,91,7327,13041,NA,NA
2021-06-01,Muchinga,Kanchibiya,11,2540,5522,NA,NA
2021-06-01,Muchinga,Lavushimanda,NA,1163,3914,5,15
2021-06-01,Muchinga,Mafinga,85,6999,10692,NA,NA
2021-06-01,Muchinga,Mpika,4,3825,9576,711,1125
2021-06-01,Muchinga,Nakonde,71,5454,9674,704,1142
2021-06-01,Muchinga,Shiwang'andu,NA,1769,6509,NA,NA
2021-06-01,Northern,Chilubi,112,3930,5154,NA,NA
2021-06-01,Northern,Kaputa,NA,4850,6831,NA,NA
2021-06-01,Northern,Kasama,21,11192,19789,NA,NA
2021-06-01,Northern,Lunte,70,1918,4201,NA,NA
2021-06-01,Northern,Lupososhi,NA,2123,2630,NA,NA
2021-06-01,Northern,Luwingu,NA,4020,6872,NA,NA
2021-06-01,Northern,Mbala,31,3660,7827,40,58
2021-06-01,Northern,Mporokoso,NA,2198,4235,NA,NA
2021-06-01,Northern,Mpulungu,488,5808,10087,NA,NA
2021-06-01,Northern,Mungwi,142,8417,12854,NA,NA
2021-06-01,Northern,Nsama,149,1999,3584,NA,NA
2021-06-01,Northern,Senga,33,2325,5598,729,1351
2021-06-01,Northwestern,Chavuma,NA,5374,10781,861,1366
2021-06-01,Northwestern,Ikelenge,NA,1673,4183,336,758
2021-06-01,Northwestern,Kabompo,NA,5120,6769,NA,NA
2021-06-01,Northwestern,Kalumbila,11,8718,20997,212,308
2021-06-01,Northwestern,Kasempa,NA,6799,11880,NA,NA
2021-06-01,Northwestern,Manyinga,159,4480,6280,174,204
2021-06-01,Northwestern,Mufumbwe,52,8827,13889,NA,NA
2021-06-01,Northwestern,Mushindamo,36,1594,3494,42,45
2021-06-01,Northwestern,Mwinilunga,NA,4581,11654,435,630
2021-06-01,Northwestern,Solwezi,429,4012,18723,379,799
2021-06-01,Northwestern,Zambezi,95,6649,10898,NA,NA
2021-06-01,Southern,Chikankata,1,338,2620,91,533
2021-06-01,Southern,Choma,NA,257,3794,114,1257
2021-06-01,Southern,Gwembe,NA,580,2740,1152,3073
2021-06-01,Southern,Kalomo,1,151,2171,346,2277
2021-06-01,Southern,Kazungula,3,143,1206,93,865
2021-06-01,Southern,Livingstone,NA,91,1591,8,371
2021-06-01,Southern,Mazabuka,1,143,2107,19,599
2021-06-01,Southern,Monze,NA,117,1946,38,678
2021-06-01,Southern,Namwala,NA,89,1125,4,372
2021-06-01,Southern,Pemba,13,133,750,176,806
2021-06-01,Southern,Siavonga,21,239,1399,68,305
2021-06-01,Southern,Sinazongwe,6,774,4975,1460,4043
2021-06-01,Southern,Zimba,NA,21,698,24,568
2021-06-01,Western,Kalabo,3185,3029,5270,183,321
2021-06-01,Western,Kaoma,4241,12928,9786,0,0
2021-06-01,Western,Limulunga,1,3041,5486,1703,2683
2021-06-01,Western,Luampa,2855,1493,2854,18,25
2021-06-01,Western,Lukulu,1903,4129,4514,0,0
2021-06-01,Western,Mitete,NA,1040,2609,0,0
2021-06-01,Western,Mongu,2744,2414,5952,0,0
2021-06-01,Western,Mulobezi,1033,1263,4134,259,423
2021-06-01,Western,Mwandi,10,725,1651,413,3028
2021-06-01,Western,Nalolo,161,2160,3622,428,739
2021-06-01,Western,Nkeyema,54,4090,8318,0,0
2021-06-01,Western,Senanga,48,4376,6793,365,518
2021-06-01,Western,Sesheke,839,1362,2676,142,235
2021-06-01,Western,Shang'ombo,1226,913,1248,143,262
2021-06-01,Western,Sikongo,21,1795,3001,0,0
2021-06-01,Western,Sioma,432,1492,3542,0,0
2021-06-01,NA,NA,NA,NA,NA,38,244
2021-07-01,Central,Chibombo,1,957,3853,NA,NA
2021-07-01,Central,Chisamba,NA,76,182,NA,NA
2021-07-01,Central,Itezhi-tezhi,NA,20,332,40,165
2021-07-01,Central,Kabwe,13,828,6171,NA,NA
2021-07-01,Central,Kapiri-Mposhi,NA,19,NA,NA,NA
2021-07-01,Central,Luano,NA,1108,2026,NA,NA
2021-07-01,Central,Mkushi,NA,288,1970,NA,NA
2021-07-01,Central,Mumbwa,2,370,1691,101,401
2021-07-01,Central,Ngabwe,NA,404,1348,NA,NA
2021-07-01,Central,Serenje,NA,573,828,112,353
2021-07-01,Central,Shibuyunji,NA,9,94,13,436
2021-07-01,Copperbelt,Chililabombwe,NA,NA,69,485,1260
2021-07-01,Copperbelt,Chingola,1,1087,2711,NA,NA
2021-07-01,Copperbelt,Kitwe,376,2329,7412,NA,NA
2021-07-01,Copperbelt,Luanshya,52,4041,8665,NA,NA
2021-07-01,Copperbelt,Lufwanyama,NA,NA,NA,0,0
2021-07-01,Copperbelt,Masaiti,NA,567,857,0,0
2021-07-01,Copperbelt,Mpongwe,70,365,422,0,0
2021-07-01,Copperbelt,Mufulira,160,2364,10221,NA,NA
2021-07-01,Copperbelt,Ndola,482,4650,9212,NA,NA
2021-07-01,Eastern,Chadiza,NA,NA,NA,3768,9595
2021-07-01,Eastern,Chasefu,NA,2324,5648,NA,NA
2021-07-01,Eastern,Chipangali,NA,714,1386,7,11
2021-07-01,Eastern,Chipata,NA,1672,12582,5449,9133
2021-07-01,Eastern,Kasenengwa,NA,1074,4803,1261,2567
2021-07-01,Eastern,Katete,NA,281,2371,2677,9210
2021-07-01,Eastern,Lumezi,NA,1525,6656,NA,NA
2021-07-01,Eastern,Lundazi,NA,19,NA,NA,NA
2021-07-01,Eastern,Lusangazi,42,821,2018,1170,2399
2021-07-01,Eastern,Mambwe,NA,30,32,1706,4023
2021-07-01,Eastern,Nyimba,1,2147,4666,1739,3399
2021-07-01,Eastern,Petauke,NA,75,528,2765,5892
2021-07-01,Eastern,Sinda,NA,NA,NA,1491,8043
2021-07-01,Eastern,Vubwi,NA,NA,NA,1283,2160
2021-07-01,Luapula,Chembe,NA,617,1332,97,184
2021-07-01,Luapula,Chienge,79,5182,7212,NA,NA
2021-07-01,Luapula,Chifunabuli,12,3131,4530,NA,NA
2021-07-01,Luapula,Chipili,NA,366,758,NA,NA
2021-07-01,Luapula,Kawambwa,66,1025,933,NA,NA
2021-07-01,Luapula,Mansa,NA,1366,2118,NA,NA
2021-07-01,Luapula,Milenge,2,646,2597,NA,NA
2021-07-01,Luapula,Mwansabombwe,NA,1271,2543,NA,NA
2021-07-01,Luapula,Mwense,NA,1433,3598,NA,NA
2021-07-01,Luapula,Nchelenge,5,3293,6137,326,451
2021-07-01,Luapula,Samfya,7,1553,3101,NA,NA
2021-07-01,Lusaka,Chilanga,78,141,879,NA,NA
2021-07-01,Lusaka,Chirundu,NA,33,444,46,344
2021-07-01,Lusaka,Chongwe,55,202,578,NA,NA
2021-07-01,Lusaka,Kafue,36,268,1119,NA,NA
2021-07-01,Lusaka,Luangwa,NA,8,189,NA,NA
2021-07-01,Lusaka,Lusaka,556,805,7984,30,116
2021-07-01,Lusaka,Rufunsa,1,1162,3256,NA,NA
2021-07-01,Muchinga,Chama,172,6290,13035,1785,2902
2021-07-01,Muchinga,Chinsali,51,2751,8187,NA,NA
2021-07-01,Muchinga,Isoka,NA,3283,880,NA,NA
2021-07-01,Muchinga,Kanchibiya,NA,575,1761,NA,NA
2021-07-01,Muchinga,Lavushimanda,NA,349,1402,319,775
2021-07-01,Muchinga,Mpika,NA,654,3635,611,1083
2021-07-01,Muchinga,Nakonde,NA,1110,2953,972,1551
2021-07-01,Northern,Kasama,2,4744,10648,NA,NA
2021-07-01,Northern,Lunte,12,408,1215,NA,NA
2021-07-01,Northern,Lupososhi,NA,899,1014,NA,NA
2021-07-01,Northern,Luwingu,NA,1332,2759,NA,NA
2021-07-01,Northern,Mbala,11,1929,5408,68,103
2021-07-01,Northern,Mporokoso,NA,973,2229,NA,NA
2021-07-01,Northern,Mpulungu,NA,803,2737,NA,NA
2021-07-01,Northern,Mungwi,23,4074,7783,NA,NA
2021-07-01,Northern,Nsama,10,779,1051,NA,NA
2021-07-01,Northern,Senga,NA,7,80,338,593
2021-07-01,Northwestern,Chavuma,NA,1207,2596,595,1087
2021-07-01,Northwestern,Ikelenge,NA,264,NA,139,421
2021-07-01,Northwestern,Kabompo,NA,11,11,NA,NA
2021-07-01,Northwestern,Kalumbila,65,508,865,149,266
2021-07-01,Northwestern,Kasempa,NA,1939,3911,NA,NA
2021-07-01,Northwestern,Manyinga,NA,663,3402,169,193
2021-07-01,Northwestern,Mufumbwe,NA,3123,5918,NA,NA
2021-07-01,Northwestern,Mushindamo,NA,482,352,5,8
2021-07-01,Northwestern,Mwinilunga,NA,2665,3272,202,282
2021-07-01,Northwestern,Solwezi,NA,848,4077,384,745
2021-07-01,Northwestern,Zambezi,1,1505,455,456,588
2021-07-01,Southern,Chikankata,NA,25,133,37,310
2021-07-01,Southern,Choma,NA,3,85,16,641
2021-07-01,Southern,Gwembe,NA,NA,624,658,2046
2021-07-01,Southern,Kalomo,NA,1,121,87,1563
2021-07-01,Southern,Kazungula,NA,NA,62,97,473
2021-07-01,Southern,Livingstone,NA,14,125,NA,NA
2021-07-01,Southern,Mazabuka,NA,29,869,16,542
2021-07-01,Southern,Monze,NA,18,376,26,524
2021-07-01,Southern,Namwala,NA,NA,142,0,202
2021-07-01,Southern,Pemba,4,13,224,151,421
2021-07-01,Southern,Siavonga,NA,3,54,6,90
2021-07-01,Southern,Sinazongwe,NA,336,873,780,2528
2021-07-01,Southern,Zimba,NA,NA,NA,16,632
2021-07-01,Western,Kalabo,361,716,1800,354,655
2021-07-01,Western,Kaoma,13,216,454,255,389
2021-07-01,Western,Limulunga,NA,155,452,730,1526
2021-07-01,Western,Luampa,350,731,2058,0,0
2021-07-01,Western,Lukulu,371,894,2024,0,0
2021-07-01,Western,Mitete,29,325,1012,0,0
2021-07-01,Western,Mongu,677,2050,6037,5,40
2021-07-01,Western,Mulobezi,NA,7,24,33,52
2021-07-01,Western,Mwandi,1,119,673,89,440
2021-07-01,Western,Nalolo,NA,246,698,257,593
2021-07-01,Western,Nkeyema,6,1014,2039,0,0
2021-07-01,Western,Senanga,NA,104,2193,39,100
2021-07-01,Western,Sesheke,NA,NA,NA,223,358
2021-07-01,Western,Shang'ombo,17,50,507,55,121
2021-07-01,Western,Sikongo,NA,NA,NA,0,0
2021-07-01,Western,Sioma,NA,NA,NA,119,233
2021-07-01,NA,NA,NA,NA,NA,33,159
2021-08-01,Central,Chitambo,NA,NA,NA,1030,1962
2021-08-01,Central,Itezhi-tezhi,NA,NA,NA,5,45
2021-08-01,Central,Kapiri-Mposhi,NA,NA,NA,16,42
2021-08-01,Central,Mumbwa,NA,NA,NA,67,202
2021-08-01,Central,Serenje,NA,NA,NA,194,501
2021-08-01,Central,Shibuyunji,NA,NA,NA,11,317
2021-08-01,Copperbelt,Chililabombwe,NA,NA,NA,204,736
2021-08-01,Copperbelt,Lufwanyama,NA,NA,NA,0,0
2021-08-01,Copperbelt,Masaiti,NA,NA,NA,0,0
2021-08-01,Copperbelt,Mpongwe,NA,NA,NA,0,0
2021-08-01,Eastern,Chadiza,NA,NA,NA,2163,6500
2021-08-01,Eastern,Chipangali,NA,NA,NA,0,10
2021-08-01,Eastern,Chipata,NA,NA,NA,3446,5899
2021-08-01,Eastern,Kasenengwa,NA,NA,NA,901,2135
2021-08-01,Eastern,Katete,NA,NA,NA,1389,5870
2021-08-01,Eastern,Lumezi,NA,NA,NA,22,73
2021-08-01,Eastern,Lusangazi,NA,NA,NA,483,1204
2021-08-01,Eastern,Mambwe,NA,NA,NA,1416,3062
2021-08-01,Eastern,Nyimba,NA,NA,NA,1335,2735
2021-08-01,Eastern,Petauke,NA,NA,NA,2004,4868
2021-08-01,Eastern,Sinda,NA,NA,NA,857,5163
2021-08-01,Eastern,Vubwi,NA,NA,NA,930,1649
2021-08-01,Luapula,Chembe,NA,NA,NA,374,657
2021-08-01,Luapula,Nchelenge,NA,NA,NA,516,703
2021-08-01,Lusaka,Chirundu,NA,NA,NA,43,180
2021-08-01,Lusaka,Lusaka,NA,NA,NA,0,8
2021-08-01,Muchinga,Chama,NA,NA,NA,2980,4519
2021-08-01,Muchinga,Kanchibiya,NA,NA,NA,0,9
2021-08-01,Muchinga,Lavushimanda,NA,NA,NA,648,1733
2021-08-01,Muchinga,Mpika,NA,NA,NA,630,1171
2021-08-01,Muchinga,Nakonde,NA,NA,NA,1095,1855
2021-08-01,Northern,Mbala,NA,NA,NA,43,65
2021-08-01,Northern,Senga,NA,NA,NA,197,481
2021-08-01,Northwestern,Chavuma,NA,NA,NA,457,757
2021-08-01,Northwestern,Ikelenge,NA,NA,NA,149,509
2021-08-01,Northwestern,Kalumbila,NA,NA,NA,63,215
2021-08-01,Northwestern,Manyinga,NA,NA,NA,73,85
2021-08-01,Northwestern,Mufumbwe,NA,NA,NA,10,25
2021-08-01,Northwestern,Mwinilunga,NA,NA,NA,149,239
2021-08-01,Northwestern,Solwezi,NA,NA,NA,453,1091
2021-08-01,Northwestern,Zambezi,NA,NA,NA,115,181
2021-08-01,Southern,Chikankata,NA,NA,NA,29,117
2021-08-01,Southern,Choma,NA,NA,NA,11,535
2021-08-01,Southern,Gwembe,NA,NA,NA,555,1898
2021-08-01,Southern,Kalomo,NA,NA,NA,58,1116
2021-08-01,Southern,Kazungula,NA,NA,NA,2,340
2021-08-01,Southern,Mazabuka,NA,NA,NA,5,495
2021-08-01,Southern,Monze,NA,NA,NA,9,303
2021-08-01,Southern,Namwala,NA,NA,NA,0,165
2021-08-01,Southern,Pemba,NA,NA,NA,75,280
2021-08-01,Southern,Siavonga,NA,NA,NA,9,53
2021-08-01,Southern,Sinazongwe,NA,NA,NA,306,1099
2021-08-01,Southern,Zimba,NA,NA,NA,7,501
2021-08-01,Western,Kalabo,NA,NA,NA,371,704
2021-08-01,Western,Kaoma,NA,NA,NA,144,243
2021-08-01,Western,Limulunga,NA,NA,NA,835,1434
2021-08-01,Western,Luampa,NA,NA,NA,23,46
2021-08-01,Western,Lukulu,NA,NA,NA,0,0
2021-08-01,Western,Mitete,NA,NA,NA,0,0
2021-08-01,Western,Mongu,NA,NA,NA,19,123
2021-08-01,Western,Mulobezi,NA,NA,NA,28,56
2021-08-01,Western,Mwandi,NA,NA,NA,28,227
2021-08-01,Western,Nalolo,NA,NA,NA,106,284
2021-08-01,Western,Nkeyema,NA,NA,NA,0,0
2021-08-01,Western,Senanga,NA,NA,NA,19,72
2021-08-01,Western,Sesheke,NA,NA,NA,125,233
2021-08-01,Western,Shang'ombo,NA,NA,NA,4,32
2021-08-01,Western,Sikongo,NA,NA,NA,0,0
2021-08-01,Western,Sioma,NA,NA,NA,57,137
2021-08-01,NA,NA,NA,NA,NA,22,119
2021-09-01,Central,Chitambo,NA,NA,NA,1306,2334
2021-09-01,Central,Itezhi-tezhi,NA,NA,NA,0,1
2021-09-01,Central,Kapiri-Mposhi,NA,NA,NA,10,33
2021-09-01,Central,Mumbwa,NA,NA,NA,13,130
2021-09-01,Central,Serenje,NA,NA,NA,294,845
2021-09-01,Central,Shibuyunji,NA,NA,NA,2,216
2021-09-01,Copperbelt,Chililabombwe,NA,NA,NA,184,553
2021-09-01,Copperbelt,Masaiti,NA,NA,NA,0,0
2021-09-01,Copperbelt,Mpongwe,NA,NA,NA,0,0
2021-09-01,Eastern,Chadiza,NA,NA,NA,1496,4110
2021-09-01,Eastern,Chipata,NA,NA,NA,3273,6075
2021-09-01,Eastern,Kasenengwa,NA,NA,NA,352,1126
2021-09-01,Eastern,Katete,NA,NA,NA,279,1443
2021-09-01,Eastern,Lumezi,NA,NA,NA,180,358
2021-09-01,Eastern,Lusangazi,NA,NA,NA,666,1954
2021-09-01,Eastern,Mambwe,NA,NA,NA,1242,2541
2021-09-01,Eastern,Nyimba,NA,NA,NA,136,258
2021-09-01,Eastern,Petauke,NA,NA,NA,357,939
2021-09-01,Eastern,Sinda,NA,NA,NA,368,3180
2021-09-01,Eastern,Vubwi,NA,NA,NA,444,631
2021-09-01,Luapula,Chembe,NA,NA,NA,329,568
2021-09-01,Luapula,Nchelenge,NA,NA,NA,567,729
2021-09-01,Lusaka,Chirundu,NA,NA,NA,19,133
2021-09-01,Lusaka,Lusaka,NA,NA,NA,2,108
2021-09-01,Muchinga,Chama,NA,NA,NA,887,1684
2021-09-01,Muchinga,Kanchibiya,NA,NA,NA,32,45
2021-09-01,Muchinga,Lavushimanda,NA,NA,NA,525,1547
2021-09-01,Muchinga,Mpika,NA,NA,NA,416,862
2021-09-01,Muchinga,Nakonde,NA,NA,NA,621,1104
2021-09-01,Northern,Mbala,NA,NA,NA,92,264
