period,province,district,Clinical,Confirmed,Tested,Confirmed_Passive_CHW,Tested_Passive_CHW
2021-01-01,Copperbelt,Lufwanyama,892,15561,19667,155,202
2021-01-01,Copperbelt,Masaiti,4,9737,13532,344,441
2021-01-01,Copperbelt,Mpongwe,334,8389,21562,578,778
2021-01-01,Copperbelt,Mufulira,607,9541,19585,NA,NA
2021-01-01,Copperbelt,Ndola,465,16513,35182,NA,NA
2021-01-01,Eastern,Chadiza,NA,2614,6507,7606,13872
2021-01-01,Eastern,Chasefu,NA,17650,20676,NA,NA
2021-01-01,Eastern,Chipangali,30,18728,31595,393,860
2021-01-01,Eastern,Chipata,497,11165,24888,6302,11007
2021-01-01,Eastern,Kasenengwa,19,4574,10084,2273,4269
2021-01-01,Eastern,Katete,1,1634,6075,3441,10797
2021-01-01,Eastern,Lumezi,70,11831,16257,NA,NA
2021-01-01,Eastern,Lundazi,NA,9561,11769,NA,NA
2021-01-01,Eastern,Lusangazi,NA,1411,2110,2434,4934
2021-01-01,Eastern,Mambwe,NA,2497,7719,6245,10582
2021-01-01,Eastern,Nyimba,NA,4992,12710,2924,5485
2021-01-01,Eastern,Petauke,31,3885,10541,4717,9341
2021-01-01,Eastern,Sinda,6,464,3974,1005,5650
2021-01-01,Eastern,Vubwi,7,6493,9935,5379,7474
2021-01-01,Luapula,Chembe,NA,4572,7702,176,242
2021-01-01,Luapula,Chienge,375,4919,6923,NA,NA
2021-01-01,Luapula,Chifunabuli,NA,8961,12165,NA,NA
2021-01-01,Luapula,Chipili,NA,2575,4021,NA,NA
2021-01-01,Luapula,Kawambwa,14,8166,9367,NA,NA
2021-01-01,Luapula,Lunga,NA,1127,1576,NA,NA
2021-01-01,Luapula,Mansa,586,21498,32025,NA,NA
2021-01-01,Luapula,Milenge,1,4695,7903,NA,NA
2021-01-01,Luapula,Mwansabombwe,13,2761,4144,NA,NA
2021-01-01,Luapula,Mwense,12,8543,12633,NA,NA
2021-01-01,Luapula,Nchelenge,790,9430,15208,82,110
2021-01-01,Luapula,Samfya,610,9125,11341,NA,NA
2021-01-01,Lusaka,Chilanga,107,346,2746,NA,NA
2021-01-01,Lusaka,Chirundu,NA,383,1738,222,855
2021-01-01,Lusaka,Chongwe,409,2404,6857,NA,NA
2021-01-01,Lusaka,Kafue,195,1385,4634,29,104
2021-01-01,Lusaka,Luangwa,3,1320,4492,NA,NA
2021-01-01,Lusaka,Lusaka,1239,2020,18672,2,14
2021-01-01,Lusaka,Rufunsa,692,5762,10880,NA,NA
2021-01-01,Muchinga,Chama,1,10512,17068,5186,7029
2021-01-01,Muchinga,Chinsali,274,9985,17001,NA,NA
2021-01-01,Muchinga,Isoka,858,6649,10028,NA,NA
2021-01-01,Muchinga,Kanchibiya,5,5934,7576,NA,NA
2021-01-01,Muchinga,Lavushimanda,55,4554,6427,0,0
2021-01-01,Muchinga,Mafinga,2452,4717,6266,NA,NA
2021-01-01,Muchinga,Mpika,1763,11240,16977,487,673
2021-01-01,Muchinga,Nakonde,746,5404,8826,108,171
2021-01-01,Muchinga,Shiwang'andu,NA,4159,6076,NA,NA
2021-01-01,Northern,Chilubi,1307,4051,5338,NA,NA
2021-01-01,Northern,Kaputa,143,4875,7014,NA,NA
2021-01-01,Northern,Kasama,764,18649,28005,NA,NA
2021-01-01,Northern,Lunte,7,4079,6449,NA,NA
2021-01-01,Northern,Lupososhi,33,3206,3939,NA,NA
2021-01-01,Northern,Luwingu,NA,7196,9345,NA,NA
2021-01-01,Northern,Mbala,217,5926,10736,276,404
2021-01-01,Northern,Mporokoso,NA,3053,5467,NA,NA
2021-01-01,Northern,Mpulungu,542,7142,14499,NA,NA
2021-01-01,Northern,Mungwi,1260,13557,17898,NA,NA
2021-01-01,Northern,Nsama,297,4450,4899,NA,NA
2021-01-01,Northern,Senga,586,3407,7133,150,351
2021-01-01,Northwestern,Chavuma,5,3791,5693,NA,NA
2021-01-01,Northwestern,Ikelenge,NA,3109,6409,NA,NA
2021-01-01,Northwestern,Kabompo,63,8671,10789,NA,NA
2021-01-01,Northwestern,Kalumbila,64,19507,23214,680,831
2021-01-01,Northwestern,Kasempa,5,13871,18583,345,425
2021-01-01,Northwestern,Manyinga,8,6294,9783,769,928
2021-01-01,Northwestern,Mufumbwe,NA,10011,15047,931,1183
2021-01-01,Northwestern,Mushindamo,NA,4355,6057,160,180
2021-01-01,Northwestern,Mwinilunga,NA,8548,4014,1021,1316
2021-01-01,Northwestern,Solwezi,505,21226,35905,NA,NA
2021-01-01,Northwestern,Zambezi,30,10460,14221,175,270
2021-01-01,Southern,Chikankata,4,555,2561,437,1067
2021-01-01,Southern,Choma,NA,558,4269,458,2033
2021-01-01,Southern,Gwembe,NA,2573,5490,3024,5509
2021-01-01,Southern,Kalomo,1,349,2618,688,2986
2021-01-01,Southern,Kazungula,1,287,1371,645,2694
2021-01-01,Southern,Livingstone,NA,162,1387,3,387
2021-01-01,Southern,Mazabuka,1,210,2033,31,755
2021-01-01,Southern,Monze,NA,190,1750,39,857
2021-01-01,Southern,Namwala,2,124,1096,27,905
2021-01-01,Southern,Pemba,NA,243,2203,349,1279
2021-01-01,Southern,Siavonga,15,609,2236,177,601
2021-01-01,Southern,Sinazongwe,NA,2691,7255,4567,10532
2021-01-01,Southern,Zimba,NA,133,1368,191,1193
2021-01-01,Western,Kalabo,2711,9440,16387,1519,2389
2021-01-01,Western,Kaoma,7284,12446,16608,146,155
2021-01-01,Western,Limulunga,151,6318,9548,NA,NA
2021-01-01,Western,Luampa,66,12568,17639,19,24
2021-01-01,Western,Lukulu,1644,9877,14740,0,0
2021-01-01,Western,Mitete,88,2696,4735,160,289
2021-01-01,Western,Mongu,3092,6926,13047,0,0
2021-01-01,Western,Mulobezi,761,3957,6272,1819,2805
2021-01-01,Western,Mwandi,40,1012,1906,1149,2517
2021-01-01,Western,Nalolo,10,3509,6504,1568,2711
2021-01-01,Western,Nkeyema,463,6191,8556,81,92
2021-01-01,Western,Senanga,103,12516,19292,457,703
2021-01-01,Western,Sesheke,214,4879,8120,1432,2337
2021-01-01,Western,Shang'ombo,19,2289,3168,2819,4835
2021-01-01,Western,Sikongo,4,3352,5736,119,175
2021-01-01,Western,Sioma,150,5953,11067,759,1480
2021-01-01,NA,NA,NA,NA,NA,27,170
2021-02-01,Central,Chibombo,9,3545,10893,NA,NA
2021-02-01,Central,Chisamba,NA,2550,4926,NA,NA
2021-02-01,Central,Chitambo,10,5687,8084,NA,NA
2021-02-01,Central,Itezhi-tezhi,13,243,2342,322,1198
2021-02-01,Central,Kabwe,1704,4721,13374,NA,NA
2021-02-01,Central,Kapiri-Mposhi,460,13468,21277,161,264
2021-02-01,Central,Luano,NA,4468,8862,NA,NA
2021-02-01,Central,Mkushi,NA,5484,13959,NA,NA
2021-02-01,Central,Mumbwa,NA,1188,5702,1664,4762
2021-02-01,Central,Ngabwe,NA,1508,3013,1359,1806
2021-02-01,Central,Serenje,670,14240,15696,NA,NA
2021-02-01,Central,Shibuyunji,NA,146,950,81,807
2021-02-01,Copperbelt,Chililabombwe,138,8269,13240,763,988
2021-02-01,Copperbelt,Chingola,2484,6065,10990,0,0
2021-02-01,Copperbelt,Kalulushi,395,6277,12079,NA,NA
2021-02-01,Copperbelt,Kitwe,1575,9208,18537,NA,NA
2021-02-01,Copperbelt,Luanshya,79,10188,17272,NA,NA
2021-02-01,Copperbelt,Lufwanyama,863,9387,10951,11,11
2021-02-01,Copperbelt,Masaiti,91,1826,6849,70,90
2021-02-01,Copperbelt,Mpongwe,509,9062,16214,0,0
2021-02-01,Copperbelt,Mufulira,444,5614,13920,NA,NA
2021-02-01,Copperbelt,Ndola,405,12434,28860,NA,NA
2021-02-01,Eastern,Chadiza,NA,1961,5559,6644,12979
2021-02-01,Eastern,Chasefu,636,14881,22626,NA,NA
2021-02-01,Eastern,Chipangali,1220,16548,27448,333,677
2021-02-01,Eastern,Chipata,76,9786,23206,5323,9455
2021-02-01,Eastern,Kasenengwa,NA,2816,6624,1447,3436
2021-02-01,Eastern,Katete,NA,1151,7331,3342,11993
2021-02-01,Eastern,Lumezi,NA,9576,15677,NA,NA
2021-02-01,Eastern,Lundazi,NA,7792,11944,NA,NA
2021-02-01,Eastern,Lusangazi,NA,594,1800,2001,4442
2021-02-01,Eastern,Mambwe,2,1200,6267,4339,8549
2021-02-01,Eastern,Nyimba,22,3860,10696,4462,7853
2021-02-01,Eastern,Petauke,12,3421,9867,5552,11490
2021-02-01,Eastern,Sinda,NA,414,3522,1319,8854
2021-02-01,Eastern,Vubwi,97,6685,10229,2094,3093
2021-02-01,Luapula,Chembe,NA,3779,5940,257,366
2021-02-01,Luapula,Chienge,117,3965,6472,NA,NA
2021-02-01,Luapula,Chifunabuli,NA,9122,12231,NA,NA
2021-02-01,Luapula,Chipili,NA,1903,2900,NA,NA
2021-02-01,Luapula,Kawambwa,1553,5760,8346,NA,NA
2021-02-01,Luapula,Lunga,NA,773,1387,NA,NA
2021-02-01,Luapula,Mansa,31,14420,26469,NA,NA
2021-02-01,Luapula,Milenge,18,3929,7075,NA,NA
2021-02-01,Luapula,Mwansabombwe,NA,3014,5030,NA,NA
2021-02-01,Luapula,Mwense,NA,6631,11441,NA,NA
2021-02-01,Luapula,Nchelenge,384,7437,12041,35,42
2021-02-01,Luapula,Samfya,383,6635,11415,NA,NA
2021-02-01,Lusaka,Chilanga,36,187,2047,NA,NA
2021-02-01,Lusaka,Chirundu,3,564,1934,411,1181
2021-02-01,Lusaka,Chongwe,433,1587,4345,NA,NA
2021-02-01,Lusaka,Kafue,92,1013,3810,26,84
2021-02-01,Lusaka,Luangwa,4,966,3768,NA,NA
2021-02-01,Lusaka,Lusaka,214,1564,14170,2,39
2021-02-01,Lusaka,Rufunsa,20,7035,10584,NA,NA
2021-02-01,Muchinga,Chama,45,6390,12130,1033,1896
2021-02-01,Muchinga,Chinsali,35,9579,15216,NA,NA
2021-02-01,Muchinga,Isoka,NA,5731,9514,NA,NA
2021-02-01,Muchinga,Kanchibiya,295,2988,5652,NA,NA
2021-02-01,Muchinga,Lavushimanda,14,3286,5288,NA,NA
2021-02-01,Muchinga,Mafinga,205,3734,5627,NA,NA
2021-02-01,Muchinga,Mpika,NA,12455,12249,678,1018
2021-02-01,Muchinga,Nakonde,108,5039,9706,202,416
2021-02-01,Muchinga,Shiwang'andu,NA,4161,7213,NA,NA
2021-02-01,Northern,Chilubi,1724,2594,3005,NA,NA
2021-02-01,Northern,Kaputa,12,2058,4412,NA,NA
2021-02-01,Northern,Kasama,1143,10748,16111,NA,NA
2021-02-01,Northern,Lunte,87,2579,3874,NA,NA
2021-02-01,Northern,Lupososhi,5,3226,3734,NA,NA
2021-02-01,Northern,Luwingu,190,4277,6496,NA,NA
2021-02-01,Northern,Mbala,30,3227,6561,188,274
2021-02-01,Northern,Mporokoso,NA,1740,3468,NA,NA
2021-02-01,Northern,Mpulungu,234,4003,7588,NA,NA
2021-02-01,Northern,Mungwi,2388,7179,9615,NA,NA
2021-02-01,Northern,Nsama,38,2338,3821,NA,NA
2021-02-01,Northern,Senga,187,2253,4322,40,89
2021-02-01,Northwestern,Chavuma,NA,3936,10262,NA,NA
2021-02-01,Northwestern,Ikelenge,NA,1883,4462,NA,NA
2021-02-01,Northwestern,Kabompo,1,3107,9372,NA,NA
2021-02-01,Northwestern,Kalumbila,446,9826,16358,485,661
2021-02-01,Northwestern,Kasempa,NA,8846,15096,402,519
2021-02-01,Northwestern,Manyinga,NA,3234,5542,523,660
2021-02-01,Northwestern,Mufumbwe,NA,8478,13446,983,1264
2021-02-01,Northwestern,Mushindamo,NA,501,3995,208,261
2021-02-01,Northwestern,Mwinilunga,NA,3460,608,627,821
2021-02-01,Northwestern,Solwezi,651,11196,20075,NA,NA
2021-02-01,Northwestern,Zambezi,48,9567,15832,110,119
2021-02-01,Southern,Chikankata,NA,860,2785,226,816
2021-02-01,Southern,Choma,NA,443,3458,264,1884
2021-02-01,Southern,Gwembe,NA,1599,4945,3071,5570
2021-02-01,Southern,Kalomo,8,361,2594,586,3046
2021-02-01,Southern,Kazungula,9,419,1699,680,2693
2021-02-01,Southern,Livingstone,NA,145,1205,3,476
2021-02-01,Southern,Mazabuka,NA,125,1690,11,599
2021-02-01,Southern,Monze,3,182,1848,49,947
2021-02-01,Southern,Namwala,NA,70,1602,7,789
2021-02-01,Southern,Pemba,NA,412,1557,192,1057
2021-02-01,Southern,Siavonga,14,685,2224,218,645
2021-02-01,Southern,Sinazongwe,421,2059,6349,3595,7971
2021-02-01,Southern,Zimba,NA,100,1341,91,1224
2021-02-01,Western,Kalabo,981,8154,12469,620,943
2021-02-01,Western,Kaoma,6953,8334,3922,0,0
2021-02-01,Western,Limulunga,61,5533,8915,NA,NA
2021-02-01,Western,Luampa,353,10104,21797,0,0
2021-02-01,Western,Lukulu,1211,6277,11531,0,0
2021-02-01,Western,Mitete,564,2711,4101,133,285
2021-02-01,Western,Mongu,1571,6477,12509,71,117
2021-02-01,Western,Mulobezi,2659,3761,6857,1997,2777
2021-02-01,Western,Mwandi,NA,1422,2976,1565,2763
2021-02-01,Western,Nalolo,158,3679,6621,1690,2820
2021-02-01,Western,Nkeyema,625,5223,7859,34,40
2021-02-01,Western,Senanga,163,8537,13515,485,677
2021-02-01,Western,Sesheke,266,5826,9271,695,1184
2021-02-01,Western,Shang'ombo,53,3368,4041,3650,5707
2021-02-01,Western,Sikongo,265,2285,3968,7,7
2021-02-01,Western,Sioma,607,6182,9856,1046,1969
2021-02-01,NA,NA,NA,NA,NA,42,281
2021-03-01,Central,Chibombo,NA,3466,16289,NA,NA
2021-03-01,Central,Chisamba,NA,5552,9418,NA,NA
2021-03-01,Central,Chitambo,6,6862,9999,NA,NA
2021-03-01,Central,Itezhi-tezhi,57,467,2925,397,1427
2021-03-01,Central,Kabwe,16,6395,16470,NA,NA
2021-03-01,Central,Kapiri-Mposhi,404,20646,30712,123,196
2021-03-01,Central,Luano,3,7652,8899,NA,NA
2021-03-01,Central,Mkushi,59,13013,23429,NA,NA
2021-03-01,Central,Mumbwa,7,3065,6827,1908,5047
2021-03-01,Central,Ngabwe,NA,2482,4966,1169,1666
2021-03-01,Central,Serenje,854,12912,18349,NA,NA
2021-03-01,Central,Shibuyunji,NA,265,1638,161,1105
2021-03-01,Copperbelt,Chililabombwe,58,5164,12987,1407,2430
2021-03-01,Copperbelt,Chingola,289,11862,20845,0,0
2021-03-01,Copperbelt,Kalulushi,14,7828,16712,NA,NA
2021-03-01,Copperbelt,Kitwe,1616,9937,20528,NA,NA
2021-03-01,Copperbelt,Luanshya,2,14183,23715,NA,NA
2021-03-01,Copperbelt,Lufwanyama,656,11078,14812,23,27
2021-03-01,Copperbelt,Masaiti,14,12749,16969,174,242
2021-03-01,Copperbelt,Mpongwe,858,15331,24880,0,0
2021-03-01,Copperbelt,Mufulira,348,7285,16579,NA,NA
2021-03-01,Copperbelt,Ndola,939,11341,29630,NA,NA
2021-03-01,Eastern,Chadiza,NA,3644,8648,7909,14650
2021-03-01,Eastern,Chasefu,3938,18883,19224,NA,NA
2021-03-01,Eastern,Chipangali,3428,21318,32590,419,757
2021-03-01,Eastern,Chipata,1163,13512,28731,6643,10709
2021-03-01,Eastern,Kasenengwa,NA,3601,11521,2437,4946
2021-03-01,Eastern,Katete,NA,1998,9588,6508,17439
2021-03-01,Eastern,Lumezi,83,11074,18611,NA,NA
2021-03-01,Eastern,Lundazi,NA,8700,16297,NA,NA
2021-03-01,Eastern,Lusangazi,NA,739,2304,2217,5068
2021-03-01,Eastern,Mambwe,NA,2755,8746,3526,7925
2021-03-01,Eastern,Nyimba,28,7278,17513,5381,9440
2021-03-01,Eastern,Petauke,345,5401,15664,5917,13231
2021-03-01,Eastern,Sinda,NA,626,5154,2155,11278
2021-03-01,Eastern,Vubwi,2286,3718,5891,1735,2411
2021-03-01,Luapula,Chembe,NA,4680,8123,107,135
2021-03-01,Luapula,Chienge,NA,5310,7360,NA,NA
2021-03-01,Luapula,Chifunabuli,33,11249,15200,NA,NA
2021-03-01,Luapula,Chipili,NA,2025,2833,NA,NA
2021-03-01,Luapula,Kawambwa,164,8253,13082,NA,NA
2021-03-01,Luapula,Lunga,NA,747,1463,NA,NA
2021-03-01,Luapula,Mansa,63,22925,35968,NA,NA
2021-03-01,Luapula,Milenge,153,4972,7625,NA,NA
2021-03-01,Luapula,Mwansabombwe,NA,3756,6353,NA,NA
2021-03-01,Luapula,Mwense,NA,7064,14293,NA,NA
2021-03-01,Luapula,Nchelenge,61,8585,14594,35,45
2021-03-01,Luapula,Samfya,43,9705,13580,NA,NA
2021-03-01,Lusaka,Chilanga,20,260,1891,NA,NA
2021-03-01,Lusaka,Chirundu,NA,814,2420,479,1565
2021-03-01,Lusaka,Chongwe,604,3490,7850,NA,NA
2021-03-01,Lusaka,Kafue,457,1078,3808,0,9
2021-03-01,Lusaka,Luangwa,NA,1245,4930,NA,NA
2021-03-01,Lusaka,Lusaka,361,1871,16217,29,60
2021-03-01,Lusaka,Rufunsa,741,7013,10410,NA,NA
2021-03-01,Muchinga,Chama,NA,9398,19069,2920,4496
2021-03-01,Muchinga,Chinsali,26,9633,17390,NA,NA
2021-03-01,Muchinga,Isoka,388,7304,12609,NA,NA
2021-03-01,Muchinga,Kanchibiya,NA,5649,8627,NA,NA
2021-03-01,Muchinga,Lavushimanda,NA,3763,5848,0,0
2021-03-01,Muchinga,Mafinga,558,7064,10186,NA,NA
2021-03-01,Muchinga,Mpika,79,10776,16503,479,679
2021-03-01,Muchinga,Nakonde,117,5072,9361,145,299
2021-03-01,Muchinga,Shiwang'andu,NA,5201,9783,NA,NA
2021-03-01,Northern,Chilubi,1223,4537,6164,NA,NA
2021-03-01,Northern,Kaputa,88,4538,6275,NA,NA
2021-03-01,Northern,Kasama,108,17439,25749,NA,NA
2021-03-01,Northern,Lunte,30,3988,5524,NA,NA
2021-03-01,Northern,Lupososhi,2,3495,4889,NA,NA
2021-03-01,Northern,Luwingu,NA,6820,10737,NA,NA
2021-03-01,Northern,Mbala,26,4567,8677,74,129
2021-03-01,Northern,Mporokoso,NA,2636,4345,NA,NA
2021-03-01,Northern,Mpulungu,361,5160,9744,NA,NA
2021-03-01,Northern,Mungwi,642,9728,13055,NA,NA
2021-03-01,Northern,Nsama,37,3213,4720,NA,NA
2021-03-01,Northern,Senga,17,2749,5564,229,377
2021-03-01,Northwestern,Chavuma,NA,8112,12665,20,25
2021-03-01,Northwestern,Ikelenge,NA,2288,4939,NA,NA
2021-03-01,Northwestern,Kabompo,155,9079,12342,NA,NA
2021-03-01,Northwestern,Kalumbila,501,8118,21864,593,802
2021-03-01,Northwestern,Kasempa,999,8798,15227,380,454
2021-03-01,Northwestern,Manyinga,623,7724,11019,270,307
2021-03-01,Northwestern,Mufumbwe,1063,10104,15494,554,691
2021-03-01,Northwestern,Mushindamo,NA,3,4543,0,0
2021-03-01,Northwestern,Mwinilunga,NA,7279,11092,925,1205
2021-03-01,Northwestern,Solwezi,1174,7882,19138,NA,NA
2021-03-01,Northwestern,Zambezi,476,7578,14592,11,14
2021-03-01,Southern,Chikankata,NA,536,3898,189,860
2021-03-01,Southern,Choma,NA,345,3273,394,2219
2021-03-01,Southern,Gwembe,NA,2543,4369,1890,4151
2021-03-01,Southern,Kalomo,NA,453,3085,743,3907
2021-03-01,Southern,Kazungula,NA,685,1961,541,2921
2021-03-01,Southern,Livingstone,22,132,1277,2,431
2021-03-01,Southern,Mazabuka,NA,206,1868,76,876
2021-03-01,Southern,Monze,NA,168,2056,54,1112
2021-03-01,Southern,Namwala,NA,120,1617,26,776
2021-03-01,Southern,Pemba,10,636,1782,607,1635
2021-03-01,Southern,Siavonga,59,703,2122,144,610
2021-03-01,Southern,Sinazongwe,NA,2559,5685,4122,8007
2021-03-01,Southern,Zimba,NA,67,1359,62,891
2021-03-01,Western,Kalabo,1893,10675,17446,525,855
2021-03-01,Western,Kaoma,4475,10858,13032,0,0
2021-03-01,Western,Limulunga,NA,8428,12630,NA,NA
2021-03-01,Western,Luampa,1247,12856,17354,0,0
2021-03-01,Western,Lukulu,5587,5568,7332,0,0
2021-03-01,Western,Mitete,23,2881,5097,249,512
2021-03-01,Western,Mongu,2909,6993,13498,137,205
2021-03-01,Western,Mulobezi,650,6115,9630,1773,2513
2021-03-01,Western,Mwandi,NA,1618,4042,1646,3608
2021-03-01,Western,Nalolo,261,5841,9450,1412,2421
2021-03-01,Western,Nkeyema,730,7817,11892,0,0
2021-03-01,Western,Senanga,405,13015,17328,626,897
2021-03-01,Western,Sesheke,280,6818,10449,537,835
2021-03-01,Western,Shang'ombo,75,5128,8495,2431,4133
2021-03-01,Western,Sikongo,220,3328,5014,0,0
2021-03-01,Western,Sioma,1522,5710,9613,173,599
2021-03-01,NA,NA,NA,NA,NA,52,319
2021-04-01,Central,Chibombo,NA,8299,20281,NA,NA
2021-04-01,Central,Chisamba,NA,4717,7761,NA,NA
2021-04-01,Central,Chitambo,NA,5644,9461,20,25
2021-04-01,Central,Itezhi-tezhi,2,700,2795,513,1553
2021-04-01,Central,Kabwe,89,6892,15337,NA,NA
2021-04-01,Central,Kapiri-Mposhi,1891,19038,23559,90,148
2021-04-01,Central,Luano,NA,6626,11302,NA,NA
2021-04-01,Central,Mkushi,134,6899,18184,NA,NA
2021-04-01,Central,Mumbwa,5,3697,7696,2487,5271
2021-04-01,Central,Ngabwe,NA,4113,6067,522,849
2021-04-01,Central,Serenje,2,9856,12914,NA,NA
2021-04-01,Central,Shibuyunji,NA,559,1905,298,1209
2021-04-01,Copperbelt,Chililabombwe,2,5867,12522,1249,2471
2021-04-01,Copperbelt,Chingola,52,10074,20534,NA,NA
2021-04-01,Copperbelt,Kalulushi,NA,8620,14968,NA,NA
2021-04-01,Copperbelt,Kitwe,846,13797,27593,NA,NA
2021-04-01,Copperbelt,Luanshya,NA,11906,20101,NA,NA
2021-04-01,Copperbelt,Lufwanyama,392,9748,13072,7,7
2021-04-01,Copperbelt,Masaiti,NA,14268,17696,10,11
2021-04-01,Copperbelt,Mpongwe,271,13473,19068,0,0
2021-04-01,Copperbelt,Mufulira,257,7217,12982,0,0
2021-04-01,Copperbelt,Ndola,474,11369,27521,NA,NA
2021-04-01,Eastern,Chadiza,NA,3415,7808,7371,13242
2021-04-01,Eastern,Chasefu,4994,11345,19079,NA,NA
2021-04-01,Eastern,Chipangali,1713,19494,30904,823,1354
2021-04-01,Eastern,Chipata,1973,11326,23153,4641,7849
2021-04-01,Eastern,Kasenengwa,792,4511,8892,1569,3011
2021-04-01,Eastern,Katete,1,3415,8814,8490,18461
2021-04-01,Eastern,Lumezi,1305,8902,16829,NA,NA
2021-04-01,Eastern,Lundazi,NA,6019,13841,NA,NA
2021-04-01,Eastern,Lusangazi,NA,1169,2812,3252,6460
2021-04-01,Eastern,Mambwe,219,4656,8772,4464,8630
2021-04-01,Eastern,Nyimba,3,8913,17950,3876,6468
2021-04-01,Eastern,Petauke,105,5758,17070,5436,11425
2021-04-01,Eastern,Sinda,NA,1452,5541,4189,14376
2021-04-01,Eastern,Vubwi,2338,1836,3369,2092,3066
2021-04-01,Luapula,Chembe,NA,4155,7063,708,995
2021-04-01,Luapula,Chienge,53,4456,6313,NA,NA
2021-04-01,Luapula,Chifunabuli,137,10675,13083,NA,NA
2021-04-01,Luapula,Chipili,2,2032,2831,NA,NA
2021-04-01,Luapula,Kawambwa,92,7726,12251,NA,NA
2021-04-01,Luapula,Lunga,NA,718,1242,NA,NA
2021-04-01,Luapula,Mansa,99,21609,34805,NA,NA
2021-04-01,Luapula,Milenge,1,4577,7779,NA,NA
2021-04-01,Luapula,Mwansabombwe,151,5232,8198,NA,NA
2021-04-01,Luapula,Mwense,NA,9599,17105,NA,NA
2021-04-01,Luapula,Nchelenge,655,10811,20758,225,276
2021-04-01,Luapula,Samfya,30,11003,15013,NA,NA
2021-04-01,Lusaka,Chilanga,75,353,2275,NA,NA
2021-04-01,Lusaka,Chirundu,7,773,2007,399,1101
2021-04-01,Lusaka,Chongwe,966,4316,8126,NA,NA
2021-04-01,Lusaka,Kafue,582,1120,3358,NA,NA
2021-04-01,Lusaka,Luangwa,40,1087,2760,NA,NA
2021-04-01,Lusaka,Lusaka,126,2119,17301,29,110
2021-04-01,Lusaka,Rufunsa,9,7505,13602,NA,NA
2021-04-01,Muchinga,Chama,NA,11767,22090,3382,5087
2021-04-01,Muchinga,Chinsali,16,8888,16370,NA,NA
2021-04-01,Muchinga,Isoka,364,8167,11939,NA,NA
2021-04-01,Muchinga,Kanchibiya,431,5331,6594,NA,NA
2021-04-01,Muchinga,Lavushimanda,12,3471,5036,NA,NA
2021-04-01,Muchinga,Mafinga,973,6767,10300,NA,NA
2021-04-01,Muchinga,Mpika,38,8149,12480,333,428
2021-04-01,Muchinga,Nakonde,55,5900,11088,578,936
2021-04-01,Muchinga,Shiwang'andu,196,4250,8136,NA,NA
2021-04-01,Northern,Chilubi,1050,4423,5116,NA,NA
2021-04-01,Northern,Kaputa,87,4465,7347,NA,NA
2021-04-01,Northern,Kasama,32,17664,25437,NA,NA
2021-04-01,Northern,Lunte,23,3509,5291,NA,NA
2021-04-01,Northern,Lupososhi,34,3044,4596,NA,NA
2021-04-01,Northern,Luwingu,12,5401,9227,NA,NA
2021-04-01,Northern,Mbala,10,4730,7191,137,203
2021-04-01,Northern,Mporokoso,NA,3035,5338,NA,NA
2021-04-01,Northern,Mpulungu,174,3998,7789,NA,NA
2021-04-01,Northern,Mungwi,762,11848,16294,NA,NA
2021-04-01,Northern,Nsama,30,3890,6537,NA,NA
2021-04-01,Northern,Senga,7,3405,6699,328,598
2021-04-01,Northwestern,Chavuma,NA,8262,12557,NA,NA
2021-04-01,Northwestern,Ikelenge,100,2016,4768,NA,NA
2021-04-01,Northwestern,Kabompo,NA,10422,14302,NA,NA
2021-04-01,Northwestern,Kalumbila,813,11841,20598,405,642
2021-04-01,Northwestern,Kasempa,610,12039,18737,231,306
2021-04-01,Northwestern,Manyinga,144,7982,10557,1384,1888
2021-04-01,Northwestern,Mufumbwe,NA,11154,16070,1488,1851
2021-04-01,Northwestern,Mushindamo,NA,NA,211,0,0
2021-04-01,Northwestern,Mwinilunga,NA,6646,8613,735,1037
2021-04-01,Northwestern,Solwezi,490,10081,22428,2,4
2021-04-01,Northwestern,Zambezi,447,10607,17642,358,426
2021-04-01,Southern,Chikankata,NA,1006,3016,254,765
2021-04-01,Southern,Choma,29,638,4389,502,2182
2021-04-01,Southern,Gwembe,NA,2063,3302,1890,3519
2021-04-01,Southern,Kalomo,2,757,2746,976,3856
2021-04-01,Southern,Kazungula,35,628,2235,794,2560
2021-04-01,Southern,Livingstone,NA,147,1032,4,364
2021-04-01,Southern,Mazabuka,10,253,1853,41,617
2021-04-01,Southern,Monze,NA,309,1685,36,764
2021-04-01,Southern,Namwala,1,205,1492,35,528
2021-04-01,Southern,Pemba,NA,1340,3005,1194,3008
2021-04-01,Southern,Siavonga,43,854,1931,138,381
2021-04-01,Southern,Sinazongwe,11,1894,5869,5551,10162
2021-04-01,Southern,Zimba,NA,139,1226,26,519
2021-04-01,Western,Kalabo,3456,7896,13268,356,630
2021-04-01,Western,Kaoma,4912,10757,12988,0,0
2021-04-01,Western,Limulunga,NA,7802,11112,NA,NA
2021-04-01,Western,Luampa,2546,9800,9596,13,17
2021-04-01,Western,Lukulu,4990,5580,6623,0,0
2021-04-01,Western,Mitete,20,1965,4554,179,279
2021-04-01,Western,Mongu,3777,5939,11930,14,19
2021-04-01,Western,Mulobezi,1650,5771,5188,660,762
2021-04-01,Western,Mwandi,24,1934,3908,2301,3020
2021-04-01,Western,Nalolo,332,5098,7107,305,619
2021-04-01,Western,Nkeyema,167,10117,14071,3,3
