region,zone,woreda,year,population
SNNP,Siltie,Mierab Azenet Berbere,2021,86603
SNNP,Siltie,Mierab Azenet Berbere,2022,89460
Oromia,West Hararge,Mieso,2020,137757
Oromia,West Hararge,Mieso,2018,129096
Oromia,West Hararge,Mieso,2019,133356
Oromia,West Hararge,Mieso,2021,142303
Oromia,West Hararge,Mieso,2022,146999
Somali,Siti,Miesso,2020,92117
Somali,Siti,Miesso,2018,86326
Somali,Siti,Miesso,2019,89174
Somali,Siti,Miesso,2021,95157
Somali,Siti,Miesso,2022,98297
Afar,Zone 1 (Awsi Rasu),Mile,2020,108416
Afar,Zone 1 (Awsi Rasu),Mile,2018,101600
Afar,Zone 1 (Awsi Rasu),Mile,2019,104953
Afar,Zone 1 (Awsi Rasu),Mile,2021,111994
Afar,Zone 1 (Awsi Rasu),Mile,2022,115690
Amhara,North Shewa,Minjar Shenkora,2020,153284
Amhara,North Shewa,Minjar Shenkora,2018,143647
Amhara,North Shewa,Minjar Shenkora,2019,148387
Amhara,North Shewa,Minjar Shenkora,2021,158342
Amhara,North Shewa,Minjar Shenkora,2022,163568
SNNP,Gamo,Mirab Abaya,2020,98988
SNNP,Gamo,Mirab Abaya,2018,92765
SNNP,Gamo,Mirab Abaya,2019,95826
SNNP,Gamo,Mirab Abaya,2021,102255
SNNP,Gamo,Mirab Abaya,2022,105629
Amhara,West Gondar,Mirab Armacho,2020,47163
Amhara,West Gondar,Mirab Armacho,2018,44198
Amhara,West Gondar,Mirab Armacho,2019,45656
Amhara,West Gondar,Mirab Armacho,2021,48719
Amhara,West Gondar,Mirab Armacho,2022,50327
SNNP,Hadiya,Mirab Badowach,2020,108459
SNNP,Hadiya,Mirab Badowach,2018,101640
SNNP,Hadiya,Mirab Badowach,2019,104994
SNNP,Hadiya,Mirab Badowach,2021,112038
SNNP,Hadiya,Mirab Badowach,2022,115735
SNNP,Hadiya,Misha,2020,198168
SNNP,Hadiya,Misha,2018,185709
SNNP,Hadiya,Misha,2019,191837
SNNP,Hadiya,Misha,2021,204708
SNNP,Hadiya,Misha,2022,211463
SNNP,Siltie,Misrak Azenet Berbere,2020,69570
SNNP,Siltie,Misrak Azenet Berbere,2018,65196
SNNP,Siltie,Misrak Azenet Berbere,2019,67348
SNNP,Siltie,Misrak Azenet Berbere,2021,71866
SNNP,Siltie,Misrak Azenet Berbere,2022,74237
SNNP,Hadiya,Misrak Badawacho,2020,200976
SNNP,Hadiya,Misrak Badawacho,2018,188340
SNNP,Hadiya,Misrak Badawacho,2019,194556
SNNP,Hadiya,Misrak Badawacho,2021,207608
SNNP,Hadiya,Misrak Badawacho,2022,214459
Oromia,Borena,Miyo,2020,55585
Oromia,Borena,Miyo,2018,52090
Oromia,Borena,Miyo,2019,53809
Oromia,Borena,Miyo,2021,57419
Oromia,Borena,Miyo,2022,59314
SNNP,Bench Maji,Mizan Aman Town,2020,54432
SNNP,Bench Maji,Mizan Aman Town,2018,51010
SNNP,Bench Maji,Mizan Aman Town,2019,52693
SNNP,Bench Maji,Mizan Aman Town,2021,56228
SNNP,Bench Maji,Mizan Aman Town,2022,58084
Amhara,North Shewa,Mojan Wedera,2020,80482
Amhara,North Shewa,Mojan Wedera,2018,75422
Amhara,North Shewa,Mojan Wedera,2019,77911
Amhara,North Shewa,Mojan Wedera,2021,83138
Amhara,North Shewa,Mojan Wedera,2022,85881
Oromia,East Shewa,Mojo Town,2020,55238
Oromia,East Shewa,Mojo Town,2018,51765
Oromia,East Shewa,Mojo Town,2019,53473
Oromia,East Shewa,Mojo Town,2021,57061
Oromia,East Shewa,Mojo Town,2022,58944
Amhara,North Shewa,Moretna Jiru,2020,110660
Amhara,North Shewa,Moretna Jiru,2018,103703
Amhara,North Shewa,Moretna Jiru,2019,107125
Amhara,North Shewa,Moretna Jiru,2021,114312
Amhara,North Shewa,Moretna Jiru,2022,118084
Amhara,East Gojam,Mota Town,2020,52445
Amhara,East Gojam,Mota Town,2018,49148
Amhara,East Gojam,Mota Town,2019,50770
Amhara,East Gojam,Mota Town,2021,54176
Amhara,East Gojam,Mota Town,2022,55963
Oromia,Borena,Moyale (Oromia),2020,39055
Oromia,Borena,Moyale (Oromia),2018,36600
Oromia,Borena,Moyale (Oromia),2019,37807
Oromia,Borena,Moyale (Oromia),2021,40344
Oromia,Borena,Moyale (Oromia),2022,41675
Somali,Daawa,Moyale (Somali),2020,262143
Somali,Daawa,Moyale (Somali),2018,245662
Somali,Daawa,Moyale (Somali),2019,253769
Somali,Daawa,Moyale (Somali),2021,270794
Somali,Daawa,Moyale (Somali),2022,279730
Somali,Daawa,Mubarek,2020,64797
Somali,Daawa,Mubarek,2018,60723
Somali,Daawa,Mubarek,2019,62727
Somali,Daawa,Mubarek,2021,66935
Somali,Daawa,Mubarek,2022,69144
SNNP,Guraghe,Muhur Na Aklil,2020,113613
SNNP,Guraghe,Muhur Na Aklil,2018,106470
SNNP,Guraghe,Muhur Na Aklil,2019,109984
SNNP,Guraghe,Muhur Na Aklil,2021,117362
SNNP,Guraghe,Muhur Na Aklil,2022,121235
Oromia,Finfine Special,Mulo,2020,48290
Oromia,Finfine Special,Mulo,2018,45254
Oromia,Finfine Special,Mulo,2019,46747
Oromia,Finfine Special,Mulo,2021,49884
Oromia,Finfine Special,Mulo,2022,51530
Oromia,Arsi,Munessa,2020,231503
Oromia,Arsi,Munessa,2018,216948
Oromia,Arsi,Munessa,2019,224107
Oromia,Arsi,Munessa,2021,239143
Oromia,Arsi,Munessa,2022,247034
Somali,Shabelle,Mustahil,2020,60310
Somali,Shabelle,Mustahil,2018,56518
Somali,Shabelle,Mustahil,2019,58383
Somali,Shabelle,Mustahil,2021,62300
Somali,Shabelle,Mustahil,2022,64356
Tigray,Central,Naeder Adet,2020,125804
Tigray,Central,Naeder Adet,2018,117895
Tigray,Central,Naeder Adet,2019,121785
Tigray,Central,Naeder Adet,2021,129956
Tigray,Central,Naeder Adet,2022,134244
Amhara,South Gondar,Nefas Mewicha Town,2020,18541
Amhara,South Gondar,Nefas Mewicha Town,2018,17375
Amhara,South Gondar,Nefas Mewicha Town,2019,17949
Amhara,South Gondar,Nefas Mewicha Town,2021,19153
Amhara,South Gondar,Nefas Mewicha Town,2022,19785
Addis Ababa,Region 14,Nefas Silk,2020,443501
Addis Ababa,Region 14,Nefas Silk,2018,415618
Addis Ababa,Region 14,Nefas Silk,2019,429333
Addis Ababa,Region 14,Nefas Silk,2021,458137
Addis Ababa,Region 14,Nefas Silk,2022,473255
Oromia,Guji,Negele /Town/,2020,56566
Oromia,Guji,Negele /Town/,2018,53010
Oromia,Guji,Negele /Town/,2019,54759
Oromia,Guji,Negele /Town/,2021,58433
Oromia,Guji,Negele /Town/,2022,60361
Oromia,West Wellega,Nejo,2020,106395
Oromia,West Wellega,Nejo,2018,99706
Oromia,West Wellega,Nejo,2019,102996
Oromia,West Wellega,Nejo,2021,109906
Oromia,West Wellega,Nejo,2022,113533
Oromia,West Wellega,Nejo Town,2020,30474
Oromia,West Wellega,Nejo Town,2018,28558
Oromia,West Wellega,Nejo Town,2019,29500
Oromia,West Wellega,Nejo Town,2021,31480
Oromia,West Wellega,Nejo Town,2022,32518
Oromia,East Wellega,Nekemte Town,2020,120657
Oromia,East Wellega,Nekemte Town,2018,113071
Oromia,East Wellega,Nekemte Town,2019,116803
Oromia,East Wellega,Nekemte Town,2021,124639
Oromia,East Wellega,Nekemte Town,2022,128752
Oromia,West Arsi,Nenesebo (Wereka),2020,157090
Oromia,West Arsi,Nenesebo (Wereka),2018,147214
Oromia,West Arsi,Nenesebo (Wereka),2019,152072
Oromia,West Arsi,Nenesebo (Wereka),2021,162274
Oromia,West Arsi,Nenesebo (Wereka),2022,167629
Oromia,West Wellega,Nole Kaba,2020,82511
Oromia,West Wellega,Nole Kaba,2018,77323
Oromia,West Wellega,Nole Kaba,2019,79875
Oromia,West Wellega,Nole Kaba,2021,85234
Oromia,West Wellega,Nole Kaba,2022,88047
Oromia,West Shewa,Nono,2020,116189
Oromia,West Shewa,Nono,2018,108884
Oromia,West Shewa,Nono,2019,112477
Oromia,West Shewa,Nono,2021,120023
Oromia,West Shewa,Nono,2022,123984
Oromia,Jimma,Nono Benja,2020,80923
Oromia,Jimma,Nono Benja,2018,75835
Oromia,Jimma,Nono Benja,2019,78338
Oromia,Jimma,Nono Benja,2021,83593
Oromia,Jimma,Nono Benja,2022,86352
Oromia,East Wellega,Nunu Kumba,2020,89170
Oromia,East Wellega,Nunu Kumba,2018,83564
Oromia,East Wellega,Nunu Kumba,2019,86321
Oromia,East Wellega,Nunu Kumba,2021,92113
Oromia,East Wellega,Nunu Kumba,2022,95152
Benishangul Gumz,Asosa,Oda Bilidigilu,2020,76225
Benishangul Gumz,Asosa,Oda Bilidigilu,2018,71433
Benishangul Gumz,Asosa,Oda Bilidigilu,2019,73790
Benishangul Gumz,Asosa,Oda Bilidigilu,2021,78740
Benishangul Gumz,Asosa,Oda Bilidigilu,2022,81339
Oromia,Guji,Odo Shakiso,2020,129568
Oromia,Guji,Odo Shakiso,2018,121422
Oromia,Guji,Odo Shakiso,2019,125429
Oromia,Guji,Odo Shakiso,2021,133844
Oromia,Guji,Odo Shakiso,2022,138261
SNNP,Wolayita,Ofa,2020,131147
SNNP,Wolayita,Ofa,2018,122902
SNNP,Wolayita,Ofa,2019,126957
SNNP,Wolayita,Ofa,2021,135475
SNNP,Wolayita,Ofa,2022,139946
Tigray,Southern,Ofla,2020,135987
Tigray,Southern,Ofla,2018,127437
Tigray,Southern,Ofla,2019,131643
Tigray,Southern,Ofla,2021,140475
Tigray,Southern,Ofla,2022,145110
Oromia,Jimma,Omo Beyam,2020,134681
Oromia,Jimma,Omo Beyam,2018,126213
Oromia,Jimma,Omo Beyam,2019,130379
Oromia,Jimma,Omo Beyam,2021,139125
Oromia,Jimma,Omo Beyam,2022,143717
Oromia,Jimma,Omo Nada,2020,213579
Oromia,Jimma,Omo Nada,2018,200151
Oromia,Jimma,Omo Nada,2019,206756
Oromia,Jimma,Omo Nada,2021,220627
Oromia,Jimma,Omo Nada,2022,227908
SNNP,Gofa,Ouba Debretsehaye,2020,90998
SNNP,Gofa,Ouba Debretsehaye,2018,85277
SNNP,Gofa,Ouba Debretsehaye,2019,88091
SNNP,Gofa,Ouba Debretsehaye,2021,94001
SNNP,Gofa,Ouba Debretsehaye,2022,97103
Benishangul Gumz,Metekel,Pawe,2020,71187
Benishangul Gumz,Metekel,Pawe,2018,66711
Benishangul Gumz,Metekel,Pawe,2019,68913
Benishangul Gumz,Metekel,Pawe,2021,73536
Benishangul Gumz,Metekel,Pawe,2022,75963
Dire Dawa,Dire Dawa urban,Police Maret,2020,4846
Dire Dawa,Dire Dawa urban,Police Maret,2018,4541
Dire Dawa,Dire Dawa urban,Police Maret,2019,4691
Dire Dawa,Dire Dawa urban,Police Maret,2021,5006
Dire Dawa,Dire Dawa urban,Police Maret,2022,5171
Somali,Daawa,Qada Duma,2020,74559
Somali,Daawa,Qada Duma,2018,69871
Somali,Daawa,Qada Duma,2019,72177
Somali,Daawa,Qada Duma,2021,77019
Somali,Daawa,Qada Duma,2022,79561
Amhara,West Gondar,Quara,2020,109485
Amhara,West Gondar,Quara,2018,102602
Amhara,West Gondar,Quara,2019,105987
Amhara,West Gondar,Quara,2021,113098
Amhara,West Gondar,Quara,2022,116830
Amhara,West Gojam,Quarit,2020,133008
Amhara,West Gojam,Quarit,2018,124646
Amhara,West Gojam,Quarit,2019,128759
Amhara,West Gojam,Quarit,2021,137397
Amhara,West Gojam,Quarit,2022,141931
Somali,Erer,Qubi,2020,41859
Somali,Erer,Qubi,2018,39227
Somali,Erer,Qubi,2019,40522
Somali,Erer,Qubi,2021,43240
Somali,Erer,Qubi,2022,44667
SNNP,Gedeo,Rape,2020,85357
SNNP,Gedeo,Rape,2018,79991
SNNP,Gedeo,Rape,2019,82630
SNNP,Gedeo,Rape,2021,88174
SNNP,Gedeo,Rape,2022,91084
Somali,Afder,Raso,2020,40146
Somali,Afder,Raso,2018,37622
Somali,Afder,Raso,2019,38864
Somali,Afder,Raso,2021,41471
Somali,Afder,Raso,2022,42839
Tigray,Southern,Raya Azebo,2020,161428
Tigray,Southern,Raya Azebo,2018,151279
Tigray,Southern,Raya Azebo,2019,156271
Tigray,Southern,Raya Azebo,2021,166755
Tigray,Southern,Raya Azebo,2022,172258
Amhara,North Wello,Raya Kobo,2020,238435
Amhara,North Wello,Raya Kobo,2018,223444
Amhara,North Wello,Raya Kobo,2019,230818
Amhara,North Wello,Raya Kobo,2021,246303
Amhara,North Wello,Raya Kobo,2022,254431
Oromia,Bale,Rayitu,2020,45839
Oromia,Bale,Rayitu,2018,42957
Oromia,Bale,Rayitu,2019,44375
Oromia,Bale,Rayitu,2021,47352
Oromia,Bale,Rayitu,2022,48914
Oromia,Arsi,Robe,2020,229479
Oromia,Arsi,Robe,2018,215051
Oromia,Arsi,Robe,2019,222148
Oromia,Arsi,Robe,2021,237052
Oromia,Arsi,Robe,2022,244875
Oromia,Bale,Robe Town,2020,71192
Oromia,Bale,Robe Town,2018,66716
Oromia,Bale,Robe Town,2019,68918
Oromia,Bale,Robe Town,2021,73541
Oromia,Bale,Robe Town,2022,75968
Oromia,Guji,Saba Boru,2020,70179
Oromia,Guji,Saba Boru,2018,65767
Oromia,Guji,Saba Boru,2019,67937
Oromia,Guji,Saba Boru,2021,72495
Oromia,Guji,Saba Boru,2022,74887
Dire Dawa,Dire Dawa urban,Sabian,2020,82223
Dire Dawa,Dire Dawa urban,Sabian,2018,77054
Dire Dawa,Dire Dawa urban,Sabian,2019,79596
Dire Dawa,Dire Dawa urban,Sabian,2021,84936
Dire Dawa,Dire Dawa urban,Sabian,2022,87739
Tigray,Eastern,Saesie Tsaedamba,2020,166732
Tigray,Eastern,Saesie Tsaedamba,2018,156249
Tigray,Eastern,Saesie Tsaedamba,2019,161406
Tigray,Eastern,Saesie Tsaedamba,2021,172234
Tigray,Eastern,Saesie Tsaedamba,2022,177918
Somali,Nogob,Sagag,2020,25749
Somali,Nogob,Sagag,2018,24130
Somali,Nogob,Sagag,2019,24926
Somali,Nogob,Sagag,2021,26599
Somali,Nogob,Sagag,2022,27476
Tigray,South Eastern,Saharti Samre,2020,144648
Tigray,South Eastern,Saharti Samre,2018,135554
Tigray,South Eastern,Saharti Samre,2019,140027
Tigray,South Eastern,Saharti Samre,2021,149421
Tigray,South Eastern,Saharti Samre,2022,154352
Amhara,Wag Hamra,Sahila,2020,26876
Amhara,Wag Hamra,Sahila,2018,25186
Amhara,Wag Hamra,Sahila,2019,26017
Amhara,Wag Hamra,Sahila,2021,27763
Amhara,Wag Hamra,Sahila,2022,28679
Somali,Nogob,Salahad,2020,32901
Somali,Nogob,Salahad,2018,30832
Somali,Nogob,Salahad,2019,31850
Somali,Nogob,Salahad,2021,33987
Somali,Nogob,Salahad,2022,35108
Oromia,Ilu Aba Bora,Sale Nono,2020,31535
Oromia,Ilu Aba Bora,Sale Nono,2018,29552
Oromia,Ilu Aba Bora,Sale Nono,2019,30528
Oromia,Ilu Aba Bora,Sale Nono,2021,32576
Oromia,Ilu Aba Bora,Sale Nono,2022,33651
Afar,Zone 5 (Hari Rasu),Samurobi Gele'alo,2020,35799
Afar,Zone 5 (Hari Rasu),Samurobi Gele'alo,2018,33548
Afar,Zone 5 (Hari Rasu),Samurobi Gele'alo,2019,34655
Afar,Zone 5 (Hari Rasu),Samurobi Gele'alo,2021,36980
Afar,Zone 5 (Hari Rasu),Samurobi Gele'alo,2022,38201
SNNP,Siltie,Sankura,2020,110606
SNNP,Siltie,Sankura,2018,103652
SNNP,Siltie,Sankura,2019,107073
SNNP,Siltie,Sankura,2021,114256
SNNP,Siltie,Sankura,2022,118026
Oromia,East Wellega,Sasiga,2020,110397
Oromia,East Wellega,Sasiga,2018,103456
Oromia,East Wellega,Sasiga,2019,106870
Oromia,East Wellega,Sasiga,2021,114040
Oromia,East Wellega,Sasiga,2022,117803
SNNP,Gofa,Sawla Town,2020,48104
SNNP,Gofa,Sawla Town,2018,45080
SNNP,Gofa,Sawla Town,2019,46567
SNNP,Gofa,Sawla Town,2021,49691
SNNP,Gofa,Sawla Town,2022,51331
SNNP,Kefa,Sayilem,2020,53432
SNNP,Kefa,Sayilem,2018,50073
SNNP,Kefa,Sayilem,2019,51725
SNNP,Kefa,Sayilem,2021,55195
SNNP,Kefa,Sayilem,2022,57017
Amhara,South Wello,Sayint,2020,167694
Amhara,South Wello,Sayint,2018,157151
Amhara,South Wello,Sayint,2019,162337
Amhara,South Wello,Sayint,2021,173228
Amhara,South Wello,Sayint,2022,178944
Oromia,Kelem Wellega,Sayo,2020,158413
Oromia,Kelem Wellega,Sayo,2018,148453
Oromia,Kelem Wellega,Sayo,2019,153352
Oromia,Kelem Wellega,Sayo,2021,163641
Oromia,Kelem Wellega,Sayo,2022,169041
Oromia,West Wellega,Sayo Nole,2020,103817
Oromia,West Wellega,Sayo Nole,2018,97290
Oromia,West Wellega,Sayo Nole,2019,100500
Oromia,West Wellega,Sayo Nole,2021,107243
Oromia,West Wellega,Sayo Nole,2022,110782
Oromia,Finfine Special,Sebeta /Town/,2020,156371
Oromia,Finfine Special,Sebeta /Town/,2018,146540
Oromia,Finfine Special,Sebeta /Town/,2019,151376
Oromia,Finfine Special,Sebeta /Town/,2021,161531
Oromia,Finfine Special,Sebeta /Town/,2022,166862
Oromia,Finfine Special,Sebeta Hawas,2020,134818
Oromia,Finfine Special,Sebeta Hawas,2018,126342
Oromia,Finfine Special,Sebeta Hawas,2019,130511
Oromia,Finfine Special,Sebeta Hawas,2021,139267
Oromia,Finfine Special,Sebeta Hawas,2022,143863
Amhara,East Gojam,Sedae,2020,82552
Amhara,East Gojam,Sedae,2018,77362
Amhara,East Gojam,Sedae,2019,79915
Amhara,East Gojam,Sedae,2021,85276
Amhara,East Gojam,Sedae,2022,88090
Amhara,South Gondar,Sede Muja,2020,88686
Amhara,South Gondar,Sede Muja,2018,83110
Amhara,South Gondar,Sede Muja,2019,85853
Amhara,South Gondar,Sede Muja,2021,91613
Amhara,South Gondar,Sede Muja,2022,94636
Oromia,South West Shewa,Seden Sodo,2020,105628
Oromia,South West Shewa,Seden Sodo,2018,98987
Oromia,South West Shewa,Seden Sodo,2019,102254
Oromia,South West Shewa,Seden Sodo,2021,109114
Oromia,South West Shewa,Seden Sodo,2022,112714
Oromia,Kelem Wellega,Sedi Chenka,2020,57532
Oromia,Kelem Wellega,Sedi Chenka,2018,53915
Oromia,Kelem Wellega,Sedi Chenka,2019,55694
Oromia,Kelem Wellega,Sedi Chenka,2021,59431
Oromia,Kelem Wellega,Sedi Chenka,2022,61392
SNNP,Konso,Segen Zuria,2020,25444
SNNP,Konso,Segen Zuria,2018,23844
SNNP,Konso,Segen Zuria,2019,24631
SNNP,Konso,Segen Zuria,2021,26284
SNNP,Konso,Segen Zuria,2022,27151
Oromia,Jimma,Seka Chekorsa,2020,286602
Oromia,Jimma,Seka Chekorsa,2018,268583
Oromia,Jimma,Seka Chekorsa,2019,277446
Oromia,Jimma,Seka Chekorsa,2021,296060
Oromia,Jimma,Seka Chekorsa,2022,305830
Amhara,West Gojam,Sekela,2020,161311
Amhara,West Gojam,Sekela,2018,151169
Amhara,West Gojam,Sekela,2019,156158
Amhara,West Gojam,Sekela,2021,166634
Amhara,West Gojam,Sekela,2022,172133
Oromia,Jimma,Sekoru,2020,189565
Oromia,Jimma,Sekoru,2018,177647
Oromia,Jimma,Sekoru,2019,183509
Oromia,Jimma,Sekoru,2021,195821
Oromia,Jimma,Sekoru,2022,202283
Amhara,Wag Hamra,Sekota,2020,86729
Amhara,Wag Hamra,Sekota,2018,81276
Amhara,Wag Hamra,Sekota,2019,83958
Amhara,Wag Hamra,Sekota,2021,89591
Amhara,Wag Hamra,Sekota,2022,92548
Amhara,Wag Hamra,Sekota Town,2020,38249
Amhara,Wag Hamra,Sekota Town,2018,35844
Amhara,Wag Hamra,Sekota Town,2019,37027
Amhara,Wag Hamra,Sekota Town,2021,39511
Amhara,Wag Hamra,Sekota Town,2022,40815
SNNP,Gamo,Selamber Town Admin,2020,4885
SNNP,Gamo,Selamber Town Admin,2018,4578
SNNP,Gamo,Selamber Town Admin,2019,4729
SNNP,Gamo,Selamber Town Admin,2021,5046
SNNP,Gamo,Selamber Town Admin,2022,5213
SNNP,South Omo,Selamgo,2020,36383
SNNP,South Omo,Selamgo,2018,34096
SNNP,South Omo,Selamgo,2019,35221
SNNP,South Omo,Selamgo,2021,37584
SNNP,South Omo,Selamgo,2022,38824
Amhara,South Gondar,Semada,2020,176314
Amhara,South Gondar,Semada,2018,165229
Amhara,South Gondar,Semada,2019,170682
Amhara,South Gondar,Semada,2021,182132
Amhara,South Gondar,Semada,2022,188143
Amhara,West Gojam,Semen Achefer,2020,224253
Amhara,West Gojam,Semen Achefer,2018,210154
Amhara,West Gojam,Semen Achefer,2019,217089
Amhara,West Gojam,Semen Achefer,2021,231653
Amhara,West Gojam,Semen Achefer,2022,239298
SNNP,Bench Maji,Semen Bench,2020,97008
SNNP,Bench Maji,Semen Bench,2018,90909
SNNP,Bench Maji,Semen Bench,2019,93909
SNNP,Bench Maji,Semen Bench,2021,100209
SNNP,Bench Maji,Semen Bench,2022,103516
Amhara,East Gojam,Senan,2020,114914
Amhara,East Gojam,Senan,2018,107689
Amhara,East Gojam,Senan,2019,111243
Amhara,East Gojam,Senan,2021,118706
Amhara,East Gojam,Senan,2022,122623
Oromia,Finfine Special,Sendafa Town,2020,20411
Oromia,Finfine Special,Sendafa Town,2018,19128
Oromia,Finfine Special,Sendafa Town,2019,19759
Oromia,Finfine Special,Sendafa Town,2021,21085
Oromia,Finfine Special,Sendafa Town,2022,21780
Oromia,Arsi,Seru,2020,65879
Oromia,Arsi,Seru,2018,61737
Oromia,Arsi,Seru,2019,63774
Oromia,Arsi,Seru,2021,68053
Oromia,Arsi,Seru,2022,70299
Oromia,Jimma,Setema,2020,142440
Oromia,Jimma,Setema,2018,133485
Oromia,Jimma,Setema,2019,137890
Oromia,Jimma,Setema,2021,147141
Oromia,Jimma,Setema,2022,151996
Tigray,Western,Setit Humera,2020,36544
Tigray,Western,Setit Humera,2018,34246
Tigray,Western,Setit Humera,2019,35377
Tigray,Western,Setit Humera,2021,37750
Tigray,Western,Setit Humera,2022,38996
Oromia,Bale,Seweyna,2020,91034
Oromia,Bale,Seweyna,2018,85311
Oromia,Bale,Seweyna,2019,88126
Oromia,Bale,Seweyna,2021,94038
Oromia,Bale,Seweyna,2022,97141
Somali,Fafan,Shabeeley,2020,78550
Somali,Fafan,Shabeeley,2018,73611
Somali,Fafan,Shabeeley,2019,76041
Somali,Fafan,Shabeeley,2021,81142
Somali,Fafan,Shabeeley,2022,83820
SNNP,Sidama,Shafamo,2020,67749
SNNP,Sidama,Shafamo,2018,63490
SNNP,Sidama,Shafamo,2019,65585
SNNP,Sidama,Shafamo,2021,69985
SNNP,Sidama,Shafamo,2022,72294
Oromia,Guji,Shakiso Town,2020,46885
Oromia,Guji,Shakiso Town,2018,43937
Oromia,Guji,Shakiso Town,2019,45387
Oromia,Guji,Shakiso Town,2021,48432
Oromia,Guji,Shakiso Town,2022,50030
Oromia,West Arsi,Shala,2020,206905
Oromia,West Arsi,Shala,2018,193897
Oromia,West Arsi,Shala,2019,200295
Oromia,West Arsi,Shala,2021,213733
Oromia,West Arsi,Shala,2022,220786
Oromia,Horo Gudru Wellega,Shambu Town,2020,24053
Oromia,Horo Gudru Wellega,Shambu Town,2018,22541
Oromia,Horo Gudru Wellega,Shambu Town,2019,23285
Oromia,Horo Gudru Wellega,Shambu Town,2021,24847
Oromia,Horo Gudru Wellega,Shambu Town,2022,25667
Oromia,Arsi,Shanan Kolu,2020,94651
Oromia,Arsi,Shanan Kolu,2018,88700
Oromia,Arsi,Shanan Kolu,2019,91627
Oromia,Arsi,Shanan Kolu,2021,97774
Oromia,Arsi,Shanan Kolu,2022,101001
Oromia,West Arsi,Shashemene Town,2020,161136
Oromia,West Arsi,Shashemene Town,2018,151005
Oromia,West Arsi,Shashemene Town,2019,155988
Oromia,West Arsi,Shashemene Town,2021,166453
Oromia,West Arsi,Shashemene Town,2022,171946
Oromia,West Arsi,Shashemene Zuria,2020,296548
Oromia,West Arsi,Shashemene Zuria,2018,277904
Oromia,West Arsi,Shashemene Zuria,2019,287075
Oromia,West Arsi,Shashemene Zuria,2021,306334
Oromia,West Arsi,Shashemene Zuria,2022,316443
SNNP,Hadiya,Shashogo,2020,136530
SNNP,Hadiya,Shashogo,2018,127946
SNNP,Hadiya,Shashogo,2019,132168
SNNP,Hadiya,Shashogo,2021,141035
SNNP,Hadiya,Shashogo,2022,145690
Somali,Korahe,Shaygosh,2020,62647
Somali,Korahe,Shaygosh,2018,58708
Somali,Korahe,Shaygosh,2019,60646
Somali,Korahe,Shaygosh,2021,64714
Somali,Korahe,Shaygosh,2022,66850
SNNP,Sidama,Shebe Dino,2020,95524
SNNP,Sidama,Shebe Dino,2018,89518
SNNP,Sidama,Shebe Dino,2019,92472
SNNP,Sidama,Shebe Dino,2021,98676
SNNP,Sidama,Shebe Dino,2022,101933
Oromia,Jimma,Shebe Sambo,2020,154678
Oromia,Jimma,Shebe Sambo,2018,144953
Oromia,Jimma,Shebe Sambo,2019,149737
Oromia,Jimma,Shebe Sambo,2021,159782
Oromia,Jimma,Shebe Sambo,2022,165055
Amhara,East Gojam,Shebel Bernta,2020,130861
Amhara,East Gojam,Shebel Bernta,2018,122634
Amhara,East Gojam,Shebel Bernta,2019,126681
Amhara,East Gojam,Shebel Bernta,2021,135179
Amhara,East Gojam,Shebel Bernta,2022,139640
SNNP,Bench Maji,Sheka,2020,66078
SNNP,Bench Maji,Sheka,2018,61924
SNNP,Bench Maji,Sheka,2019,63967
SNNP,Bench Maji,Sheka,2021,68259
SNNP,Bench Maji,Sheka,2022,70511
Harari,Harari,Shenkor,2020,2511
Harari,Harari,Shenkor,2018,2353
Harari,Harari,Shenkor,2019,2431
Harari,Harari,Shenkor,2021,2594
Harari,Harari,Shenkor,2022,2679
Tigray,North Western,Sheraro Town,2020,28656
Tigray,North Western,Sheraro Town,2018,26854
Tigray,North Western,Sheraro Town,2019,27741
Tigray,North Western,Sheraro Town,2021,29602
Tigray,North Western,Sheraro Town,2022,30579
Benishangul Gumz,Asosa,Sherkole,2020,34676
Benishangul Gumz,Asosa,Sherkole,2018,32496
Benishangul Gumz,Asosa,Sherkole,2019,33568
Benishangul Gumz,Asosa,Sherkole,2021,35820
Benishangul Gumz,Asosa,Sherkole,2022,37002
SNNP,Bench Maji,Shewa Bench,2020,154183
SNNP,Bench Maji,Shewa Bench,2018,144489
SNNP,Bench Maji,Shewa Bench,2019,149258
SNNP,Bench Maji,Shewa Bench,2021,159271
SNNP,Bench Maji,Shewa Bench,2022,164527
Somali,Korahe,Shilabo,2020,74104
Somali,Korahe,Shilabo,2018,69445
Somali,Korahe,Shilabo,2019,71737
Somali,Korahe,Shilabo,2021,76549
Somali,Korahe,Shilabo,2022,79076
Somali,Siti,Shinile,2020,66059
Somali,Siti,Shinile,2018,61906
Somali,Siti,Shinile,2019,63949
Somali,Siti,Shinile,2021,68239
Somali,Siti,Shinile,2022,70491
SNNP,Kembata Tibaro,Shinshecho Town,2020,22817
SNNP,Kembata Tibaro,Shinshecho Town,2018,21382
SNNP,Kembata Tibaro,Shinshecho Town,2019,22088
SNNP,Kembata Tibaro,Shinshecho Town,2021,23570
SNNP,Kembata Tibaro,Shinshecho Town,2022,24348
Tigray,North Western,Shire,2020,79389
Tigray,North Western,Shire,2018,74398
Tigray,North Western,Shire,2019,76853
Tigray,North Western,Shire,2021,82009
Tigray,North Western,Shire,2022,84715
